location_id,location_type,name_en,name_hi,state,state_code,district,district_code,subdistrict,subdistrict_code,village_town,village_town_code,pincode,latitude,longitude,geocode_precision,source_id,source_object_id,is_synthetic,confidence_score,verified_at,dataset_version,in_ncr
LOC_678A617B9A66,village,Jhinjhana Khera,झिंझाना खेड़ा,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Jhinjhana Khera,,,28.726614,77.233905,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_1CD0A7279FA7,village,Ladwa,लाडवा,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Ladwa,,,28.800774,76.992856,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_E7E392882756,village,Jamalpur Khurd,जमालपुर खुर्द,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Jamalpur Khurd,,,28.868576,76.961616,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_97F75F6B3DE2,village,Umarpur Nagar,उमरपुर नगर,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Umarpur Nagar,,,28.787245,77.206057,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_A79B915B01E2,village,Dhanaura,धनौरा,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Dhanaura,,,28.809817,77.176883,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_95FECEA08E54,village,Bhagwanpur Khurd,भगवानपुर खुर्द,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Bhagwanpur Khurd,,,28.803191,76.991853,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_B4F1E9CE8D31,village,Gopalpur Khera,गोपालपुर खेड़ा,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Gopalpur Khera,,,28.83642,76.973678,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4DC6BCD5BFC7,village,Bhagwanpur Nagar,भगवानपुर नगर,Delhi,DL,North West Delhi,VB-DL-NORTH-WEST-D,,,Bhagwanpur Nagar,,,28.742209,77.176835,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_2A3F3F75F892,village,Chandpur Kalan,चांदपुर कलां,Delhi,DL,North East Delhi,VB-DL-NORTH-EAST-D,,,Chandpur Kalan,,,28.737097,77.236699,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_BA4E22C7097A,village,Jhinjhana Kalan,झिंझाना कलां,Delhi,DL,North East Delhi,VB-DL-NORTH-EAST-D,,,Jhinjhana Kalan,,,28.727624,77.319319,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_EBA6B2C9CF80,village,Harjipur Khera,हरजीपुर खेड़ा,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Harjipur Khera,,,28.601223,77.060041,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_CCF3A5E20697,village,Ladwa,लाडवा,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Ladwa,,,28.590714,77.106766,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_453307600B40,village,Salempur Kalan,सलेमपुर कलां,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Salempur Kalan,,,28.589643,77.193689,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_CBFF9F279B35,village,Jamalpur Majra,जमालपुर माजरा,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Jamalpur Majra,,,28.526087,77.193689,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_E48F3C9C6C0B,village,Umarpur Kalan,उमरपुर कलां,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Umarpur Kalan,,,28.609728,77.186217,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_939024131CBA,village,Jhinjhana Majra,झिंझाना माजरा,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Jhinjhana Majra,,,28.612094,77.130551,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_54FE2FD8755A,village,Sikandarpur Nagar,सिकंदरपुर नगर,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Sikandarpur Nagar,,,28.588183,77.193689,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_01485834C929,village,Alipur Majra,अलीपुर माजरा,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Alipur Majra,,,28.589077,77.0698,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_8556B68B51B6,village,Naurangpur Majra,नौरंगपुर माजरा,Delhi,DL,South West Delhi,VB-DL-SOUTH-WEST-D,,,Naurangpur Majra,,,28.590243,77.193188,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_54D0545822DC,village,Todarpur Khurd,तोदड़पुर खुर्द,Delhi,DL,South East Delhi,VB-DL-SOUTH-EAST-D,,,Todarpur Khurd,,,28.568163,77.299508,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_68EC6F6EFAC5,village,Bhagwanpur,भगवानपुर,Delhi,DL,Shahdara,VB-DL-SHAHDARA,,,Bhagwanpur,,,28.619796,77.265747,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_C60CB9C5A001,village,Todarpur Khurd,तोदड़पुर खुर्द,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Todarpur Khurd,,,28.537509,77.094661,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_51642B4B7490,village,Naurangpur Majra,नौरंगपुर माजरा,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Naurangpur Majra,,,28.315898,77.135405,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_B3FD23F48A42,village,Ladwa Khera,लाडवा खेड़ा,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Ladwa Khera,,,28.433183,77.077526,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_0B0F60D9DB34,village,Sultanpur Majra,सुल्तानपुर माजरा,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Sultanpur Majra,,,28.429113,76.906076,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_761455F64F7B,village,Harjipur Khera,हरजीपुर खेड़ा,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Harjipur Khera,,,28.338092,77.140895,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_BD287C187DDF,village,Fatehpur Nagar,फतेहपुर नगर,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Fatehpur Nagar,,,28.299626,77.193212,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_5A27B49DD5A3,village,Naurangpur Majra,नौरंगपुर माजरा,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Naurangpur Majra,,,28.336715,77.245404,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_5F94C2C8D2CE,village,Fatehpur Nagar,फतेहपुर नगर,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Fatehpur Nagar,,,28.353161,77.151398,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_50E272683F46,village,Nangla Nagar,नंगला नगर,Haryana,HR,Gurugram,VB-HR-GURUGRAM,,,Nangla Nagar,,,28.365131,77.183136,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_E44D9CAEB3CE,village,Fatehpur Majra,फतेहपुर माजरा,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Fatehpur Majra,,,28.381963,77.261235,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_E8036FD72DB8,village,Kishanpur Nagar,किशनपुर नगर,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Kishanpur Nagar,,,28.368297,77.414005,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_D8B870987702,village,Dhanaura Khurd,धनौरा खुर्द,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Dhanaura Khurd,,,28.438641,77.371579,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_92D6F4DE5B1A,village,Nathupur Nagar,नत्थूपुर नगर,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Nathupur Nagar,,,28.35981,77.269308,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_AED9C1EF9D2F,village,Sikandarpur Kalan,सिकंदरपुर कलां,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Sikandarpur Kalan,,,28.395769,77.382499,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_3DEF3EC4EBDC,village,Manakpur Majra,मानकपुर माजरा,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Manakpur Majra,,,28.434927,77.363775,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7AFDF4F8CF27,village,Alipur,अलीपुर,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Alipur,,,28.407282,77.245631,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_2BA070BCC084,village,Sultanpur Kalan,सुल्तानपुर कलां,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Sultanpur Kalan,,,28.398013,77.371093,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_846ADF357A07,village,Gopalpur Khera,गोपालपुर खेड़ा,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Gopalpur Khera,,,28.451817,77.355943,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_68B6A1896E0E,village,Sikandarpur Khurd,सिकंदरपुर खुर्द,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Sikandarpur Khurd,,,28.373606,77.392185,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_DCF8B8421843,village,Gopalpur Khera,गोपालपुर खेड़ा,Haryana,HR,Faridabad,VB-HR-FARIDABAD,,,Gopalpur Khera,,,28.398561,77.440648,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_A02EDB30449A,village,Jhinjhana Nagar,झिंझाना नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Jhinjhana Nagar,,,29.077704,77.222237,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_BDCC76ED9C5B,village,Chandpur Khera,चांदपुर खेड़ा,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Chandpur Khera,,,29.091724,77.242372,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_04BC49595063,village,Salempur Nagar,सलेमपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Salempur Nagar,,,28.919975,76.843846,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_D414DB1C26C5,village,Nathupur Khurd,नत्थूपुर खुर्द,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Nathupur Khurd,,,28.917289,76.921325,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_49AFD6168D11,village,Harjipur Khurd,हरजीपुर खुर्द,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Harjipur Khurd,,,29.047596,76.850217,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_E5ADDF3672A0,village,Nangla Kalan,नंगला कलां,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Nangla Kalan,,,29.070016,76.929003,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4EE9F705837D,village,Shahpur Kalan,शाहपुर कलां,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Shahpur Kalan,,,28.996209,76.958563,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_10436ADB91D6,village,Chandpur Kalan,चांदपुर कलां,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Chandpur Kalan,,,29.032397,76.926676,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_103881D75540,village,Umarpur Nagar,उमरपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Umarpur Nagar,,,29.062827,76.934836,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_A2C24DA14D7E,village,Shahpur Khera,शाहपुर खेड़ा,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Shahpur Khera,,,28.992823,76.935968,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4FF63179E53D,village,Umarpur Nagar,उमरपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Umarpur Nagar,,,28.914534,76.839922,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_E6F556CEEDD5,village,Rasulpur,रसूलपुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Rasulpur,,,28.99794,76.909197,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_1DDDFDAEE94A,village,Alipur,अलीपुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Alipur,,,29.050908,77.163864,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_93938DBB1018,village,Alipur,अलीपुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Alipur,,,28.949581,76.936804,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_1AB4907CCE7E,village,Salempur Majra,सलेमपुर माजरा,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Salempur Majra,,,29.003286,76.877153,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7ABF7B7CA982,village,Ladwa Kalan,लाडवा कलां,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Ladwa Kalan,,,29.110778,77.133613,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_1D179CF02610,village,Devipur Majra,देवीपुर माजरा,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Devipur Majra,,,29.072426,77.1984,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_6207B3ACC779,village,Chandpur,चांदपुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Chandpur,,,29.051134,77.177097,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_EE9653901946,village,Rampur Nagar,रामपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Rampur Nagar,,,29.143143,77.220647,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_89905DFE6876,village,Shahpur Khera,शाहपुर खेड़ा,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Shahpur Khera,,,29.096126,77.128292,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_83AB6017C76E,village,Todarpur,तोदड़पुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Todarpur,,,29.057011,76.954809,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_422A64A12E9B,village,Bhojpur Nagar,भोजपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Bhojpur Nagar,,,29.009371,76.952102,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_8DF085D05588,village,Devipur Nagar,देवीपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Devipur Nagar,,,29.151298,77.179211,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7AD7ED5CC49A,village,Kishanpur Nagar,किशनपुर नगर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Kishanpur Nagar,,,29.047561,77.180608,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_A0D510EC5735,village,Manakpur,मानकपुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Manakpur,,,28.937382,76.875903,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_26FF31269589,village,Shahpur,शाहपुर,Haryana,HR,Sonipat,VB-HR-SONIPAT,,,Shahpur,,,29.141987,77.172574,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_15A337821940,village,Shahpur Majra,शाहपुर माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Shahpur Majra,,,29.438598,77.052764,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_D4F1642D659F,village,Basantpur Khera,बसंतपुर खेड़ा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Basantpur Khera,,,29.485405,77.04716,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_9E1938CF5B20,village,Devipur Kalan,देवीपुर कलां,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Devipur Kalan,,,29.295057,76.816616,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_73C97DB5D628,village,Shahpur Kalan,शाहपुर कलां,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Shahpur Kalan,,,29.319667,76.809634,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_59165E271257,village,Rampur Nagar,रामपुर नगर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Rampur Nagar,,,29.24066,76.873079,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_15FF8FAA8161,village,Shahpur Majra,शाहपुर माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Shahpur Majra,,,29.310491,76.793875,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7FF74B4857A1,village,Shahpur Khurd,शाहपुर खुर्द,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Shahpur Khurd,,,29.364204,76.736678,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_C012A5DC785F,village,Chandpur Khurd,चांदपुर खुर्द,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Chandpur Khurd,,,29.382709,77.069749,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_773099788B29,village,Alipur Majra,अलीपुर माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Alipur Majra,,,29.537383,77.091085,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_231D793A0334,village,Naurangpur Khera,नौरंगपुर खेड़ा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Naurangpur Khera,,,29.339821,77.111765,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_20E04530E2F9,village,Shahpur Nagar,शाहपुर नगर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Shahpur Nagar,,,29.483928,77.026522,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_11E631DAC18B,village,Basantpur Majra,बसंतपुर माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Basantpur Majra,,,29.383081,77.124002,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4042CD86715C,village,Barwala Majra,बरवाला माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Barwala Majra,,,29.315248,76.810912,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_87EABFF54A97,village,Sikandarpur,सिकंदरपुर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Sikandarpur,,,29.360695,77.086864,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4E8E22E7ED61,village,Alipur Khurd,अलीपुर खुर्द,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Alipur Khurd,,,29.334154,76.776143,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_F64E5DE85F6B,village,Mubarikpur Nagar,मुबारिकपुर नगर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Mubarikpur Nagar,,,29.330594,77.101567,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4FBBE2A5DB22,village,Bhojpur Nagar,भोजपुर नगर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Bhojpur Nagar,,,29.571001,77.158345,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_766111EC65E0,village,Alipur Kalan,अलीपुर कलां,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Alipur Kalan,,,29.309701,77.061063,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_2CC45F0ECE76,village,Salempur Majra,सलेमपुर माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Salempur Majra,,,29.344076,77.08244,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7BE08D6CF9D5,village,Ladwa Majra,लाडवा माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Ladwa Majra,,,29.480232,77.103152,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_562FF6FE2B1D,village,Nangla Nagar,नंगला नगर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Nangla Nagar,,,29.504525,77.124407,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_06E17C6E7FCD,village,Mubarikpur Kalan,मुबारिकपुर कलां,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Mubarikpur Kalan,,,29.310461,77.148792,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_2606D59C6EC9,village,Fatehpur Majra,फतेहपुर माजरा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Fatehpur Majra,,,29.512422,77.100404,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_FE6BA2411E1B,village,Manakpur,मानकपुर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Manakpur,,,29.566466,77.080418,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_C4B1871D400E,village,Mubarikpur Khurd,मुबारिकपुर खुर्द,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Mubarikpur Khurd,,,29.52648,77.115942,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_8C3CDD11AE44,village,Kishanpur Khurd,किशनपुर खुर्द,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Kishanpur Khurd,,,29.248098,76.809428,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_1D8E14F98835,village,Nathupur Khera,नत्थूपुर खेड़ा,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Nathupur Khera,,,29.246446,76.806012,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_323623728EFC,village,Basantpur Nagar,बसंतपुर नगर,Haryana,HR,Panipat,VB-HR-PANIPAT,,,Basantpur Nagar,,,29.351635,77.128872,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_2814645D0FC9,village,Sikandarpur Nagar,सिकंदरपुर नगर,Haryana,HR,Rohtak,VB-HR-ROHTAK,,,Sikandarpur Nagar,,,28.81172,76.436491,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_057CE7A9FA8E,village,Ladwa Khurd,लाडवा खुर्द,Haryana,HR,Rohtak,VB-HR-ROHTAK,,,Ladwa Khurd,,,28.832681,76.692541,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
