shop_id,location_id,shop_category,capacity_tonnes,daily_demand_kg,loading_service_min,vehicle_access,road_access_quality,anchor_village_location_id,is_synthetic,generation_method,source_id,seed,dataset_version
SHP_9D49A6A242D7,LOC_86C9A3318096,cement,161.5,9582.0,45,3-axle,0.662,LOC_A0745C64A1E1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_AAC5DA2535AE,LOC_78D044EF4226,brick,485.7,21295.0,78,heavy,0.694,LOC_E9E991D04B95,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FE59B070183F,LOC_7BE2821FFC57,multi,136.6,2516.0,43,2-axle,0.238,LOC_278B1176611D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FE2AB19D23C2,LOC_9A3B3882E6FF,hardware,60.0,1339.0,18,LCV,0.275,LOC_D66F2DA048CB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_0BB6C6E9443D,LOC_D6C288D38B61,multi,75.0,2037.0,51,LCV,0.454,LOC_3A3110E545BB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_37F77169222F,LOC_146C42DB1690,paint,11.8,924.0,19,3-axle,0.708,LOC_3075C7EE322A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7A1559697580,LOC_B5860675002A,multi,141.5,2581.0,43,2-axle,0.504,LOC_B10D887F4A14,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_94F20255549B,LOC_13F7C7F8BE89,multi,135.0,4601.0,61,2-axle,0.652,LOC_0B0FACBEA317,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_079ED53ECF90,LOC_423C264EF934,multi,128.0,3278.0,48,2-axle,0.634,LOC_057CE7A9FA8E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9D1EBF4A27BC,LOC_E0548291DD50,cement,64.2,929.0,40,2-axle,0.366,LOC_DD6C3D8ADB09,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B24AFBF878F8,LOC_9D2201ECB849,multi,114.5,2589.0,53,2-axle,0.268,LOC_61E69982F6D6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_441B2A68221C,LOC_7EBACA4B3FCE,tmt,195.5,8355.0,62,3-axle,0.642,LOC_6A489233F6A1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_2734B022E683,LOC_A50FAD832F4F,brick,499.7,30538.0,80,heavy,0.617,LOC_5913A06E0734,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_5AD438B21BAD,LOC_627C3B35005F,paint,23.2,354.0,15,LCV,0.286,LOC_C50371EAA253,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_842233989B84,LOC_3F1C9AD89E31,multi,176.9,6990.0,42,2-axle,0.522,LOC_65CACA742B86,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_41BB3489D1F9,LOC_8E777E3C6BF1,multi,118.0,4066.0,49,2-axle,0.31,LOC_97D7E7646A07,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_057B21448F2E,LOC_E305402C8D18,brick,194.7,6242.0,76,2-axle,0.508,LOC_5A11905A806D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_6B07D95BA3DD,LOC_B3ED54832E70,hardware,53.9,814.0,31,LCV,0.44,LOC_AD00C6CF3909,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E8C48A10C5E3,LOC_AE54402C70CD,multi,66.6,1359.0,44,2-axle,0.7,LOC_4129287BD17A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B089C183C3DD,LOC_1F922610D49A,paint,31.1,698.0,27,LCV,0.468,LOC_4A19E3CBF101,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_3C0E53748215,LOC_92874BC9CF28,brick,401.2,11453.0,73,3-axle,0.266,LOC_25838EE28B05,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4D083AB26164,LOC_69F2237B2C24,brick,499.7,17455.0,64,3-axle,0.579,LOC_D52E06A74607,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_44ABCD3CF11F,LOC_403FF66E6D3E,cement,221.8,7939.0,44,3-axle,0.734,LOC_18F81F1890DA,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_592DED897C3A,LOC_1426FD9C4F3E,multi,108.8,3285.0,48,2-axle,0.436,LOC_586F6E2C032D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B958A2C223A0,LOC_649196742C10,hardware,44.1,1419.0,24,LCV,0.518,LOC_4D876D470038,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8437026AE79E,LOC_ED1764EE7355,paint,26.3,896.0,26,LCV,0.436,LOC_6F7A144A24EB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_920F15B031CB,LOC_44D5DF9F664A,tmt,135.0,3513.0,69,2-axle,0.682,LOC_E1B6D6D863B7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_711B0DDC34D6,LOC_C1DA36AE48D0,brick,253.1,7679.0,78,3-axle,0.257,LOC_CA1A7FDDF361,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7BBE1D54FEDF,LOC_476A09F7BD67,multi,66.1,2673.0,55,LCV,0.605,LOC_1C4A4354CA3C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_71568A916FFD,LOC_9B34AAADE026,cement,210.6,8743.0,42,2-axle,0.351,LOC_12E27AF2509B,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_5A3D433ECAB4,LOC_324B2C081073,multi,126.9,2419.0,50,2-axle,0.469,LOC_3FF9E1A58965,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_D942080DCB94,LOC_A43CE755E73F,electrical,27.0,1251.0,21,2-axle,0.476,LOC_2CC45F0ECE76,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_39CE416BEA26,LOC_90EEB9C8CFDC,brick,311.3,13660.0,72,heavy,0.607,LOC_BA55EE2CA23A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8BEDF6E2DA3C,LOC_48753A2C222D,multi,167.2,3586.0,44,3-axle,0.632,LOC_05243DBF789E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E0C4526F5B6C,LOC_4759FF475FF8,multi,189.7,2527.0,44,3-axle,0.37,LOC_EE852409FCEC,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9E465170B603,LOC_7511997CBA10,multi,169.2,7978.0,44,3-axle,0.492,LOC_721BD81C0600,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_52449CE2D8CD,LOC_556DAA16FCD7,paint,12.8,509.0,21,LCV,0.595,LOC_3D86C96973B6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B7B16B886FEC,LOC_D9A2510432FB,brick,332.6,10747.0,64,3-axle,0.611,LOC_D04EEE25B7D7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_93ADB0E0FC9A,LOC_941CF5679C5E,tile,67.4,2615.0,45,LCV,0.623,LOC_A0E963362548,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_45EBCA1C4773,LOC_16C5B767D083,electrical,32.0,1779.0,27,2-axle,0.723,LOC_461A2F2D8F27,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_61F288CC3A8F,LOC_F9EDEB0869A0,multi,164.7,4741.0,55,3-axle,0.506,LOC_E5ADDF3672A0,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_3DF3223CCC79,LOC_D6D22B09F97A,pipe,20.6,375.0,22,2-axle,0.533,LOC_15A337821940,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8F1ADBE2B980,LOC_DD781A84E96B,paint,21.5,784.0,22,LCV,0.568,LOC_617B73983AE6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_3C1CF16F27A6,LOC_6D46AB7862E5,brick,169.3,8056.0,76,heavy,0.729,LOC_DCF8B8421843,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_CD79584F5963,LOC_624F44F39ED7,tile,76.5,1756.0,44,2-axle,0.636,LOC_9A58B9D504D3,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_48B6EF003A85,LOC_DC5505A8CE74,tmt,192.0,9287.0,59,3-axle,0.387,LOC_EE4D0FFFBABF,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_EDFD084EFEEE,LOC_9126E873F39D,cement,161.0,4093.0,52,2-axle,0.492,LOC_7B7D2DCAFD7D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_F62ADB6BEFFB,LOC_81FDC4BE1E67,cement,120.0,6119.0,56,3-axle,0.859,LOC_28C6D8B13DBF,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8EB411D201B4,LOC_15D842E8C704,brick,369.6,7952.0,74,heavy,0.577,LOC_E35296DB1966,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_2DFCC084094F,LOC_AD003ACA2FAF,cement,70.9,3625.0,46,2-axle,0.664,LOC_A6232DB6ED9D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8EFDE8F32777,LOC_EBB91BECC8E3,multi,150.3,5635.0,50,2-axle,0.643,LOC_A0B5E2329197,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_DC2670E370DA,LOC_03C5C4292875,electrical,38.1,508.0,13,LCV,0.471,LOC_5B535D3DF88E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_41C681DD16FF,LOC_9C57DAABBE35,multi,74.7,986.0,47,LCV,0.451,LOC_4E0F69B25F38,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_CEB3B4625AF2,LOC_6D33D479392F,hardware,45.8,1646.0,27,LCV,0.582,LOC_7B7D2DCAFD7D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C4CF94E23603,LOC_05AB0238AEDE,multi,61.4,1263.0,60,LCV,0.53,LOC_836C2533BCF7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9FDB79007014,LOC_E59447620E1B,multi,118.6,2677.0,43,2-axle,0.587,LOC_67795D4D4D29,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_396C36CC24C1,LOC_67943F864957,hardware,21.3,357.0,36,LCV,0.522,LOC_A98DECCF2B8C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_93D40E67CF9B,LOC_49C0615D7808,multi,132.5,5209.0,55,2-axle,0.447,LOC_82F53723FA20,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C070608EEEE7,LOC_3E070336F009,brick,429.3,9044.0,79,3-axle,0.443,LOC_1CCA19C35616,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_36DBDD4AAB9E,LOC_B72049EA426A,cement,124.1,5798.0,47,2-axle,0.696,LOC_DB4194114CBE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_15FFB97F2CFA,LOC_59938612B9E8,brick,334.5,13784.0,80,3-axle,0.447,LOC_78A46033D360,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_487FBF3FDAD1,LOC_9F4B4A228EC0,multi,104.5,1557.0,45,2-axle,0.433,LOC_AAB754A2B63F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_271F50B10CBA,LOC_51D3A965607E,cement,98.5,2226.0,45,2-axle,0.545,LOC_ABFB551967CE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E2FF9B83437C,LOC_6C04F50114EC,cement,215.6,5171.0,50,3-axle,0.49,LOC_18DAB0C77789,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B0F7692DF7EF,LOC_22947746A141,cement,132.9,2693.0,56,2-axle,0.645,LOC_9A17E769B2DD,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_53D2A28E38C0,LOC_D95E700BB604,multi,96.9,3129.0,50,LCV,0.539,LOC_37842E2F6BC8,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8FE09EAA5A75,LOC_75DFA4C733F5,multi,80.1,3127.0,61,2-axle,0.493,LOC_A0745C64A1E1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_461234119812,LOC_1781CBF035CE,paint,15.6,663.0,26,LCV,0.447,LOC_5C90EEB0FCEA,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_19D7D6CCAF88,LOC_D8558E9B8784,multi,130.3,1803.0,50,2-axle,0.368,LOC_755E69FE5840,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_761F4B126270,LOC_A27137822819,multi,116.5,2973.0,45,2-axle,0.328,LOC_442F1B5F07DA,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_06E57F9F2F40,LOC_5034F20B302A,tmt,154.8,4485.0,52,2-axle,0.421,LOC_616479F5D72D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4A8280C4485C,LOC_95E25A3F7339,tile,87.3,5005.0,50,2-axle,0.498,LOC_9E1938CF5B20,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7365BAD52FFC,LOC_04B8AB50F579,cement,194.6,3724.0,54,2-axle,0.48,LOC_D40D340DA03E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_F136C2298DA6,LOC_5B253B1A49D8,pipe,23.4,634.0,31,LCV,0.285,LOC_DF1B395264F0,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FE5E767F7797,LOC_C0643706BCB2,paint,26.5,913.0,27,LCV,0.586,LOC_DE76EB799D8D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9ABB80A0A8C9,LOC_550654DE827F,cement,145.4,5870.0,47,2-axle,0.559,LOC_C91136F7DA2D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_041B100BF05D,LOC_F4847214BCF2,tile,85.1,3657.0,40,3-axle,0.737,LOC_54FE2FD8755A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_717BEF91E1EE,LOC_A825DE4283FD,cement,175.3,9381.0,37,3-axle,0.618,LOC_E9E991D04B95,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9DAD2421D59E,LOC_FF655288F259,tmt,82.2,1144.0,54,LCV,0.539,LOC_538D5DA1DDA7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B35501BCF522,LOC_A5B4007C3295,multi,172.3,2383.0,52,2-axle,0.518,LOC_EAEBBDC2E7E0,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_50B7760C6DA9,LOC_DE07B3CCE50F,multi,141.2,7622.0,51,3-axle,0.477,LOC_6FE76B0ACB56,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E7925F621018,LOC_D8BA428C0772,multi,67.1,3515.0,61,3-axle,0.661,LOC_B4F1E9CE8D31,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_27069B164944,LOC_9B4828D28B1C,cement,110.6,2914.0,56,2-axle,0.546,LOC_33C6C128254B,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_5C153863D83B,LOC_F256E42AAC1A,multi,102.5,3391.0,49,2-axle,0.849,LOC_53A0839750C8,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FFBA975C2D64,LOC_1C185F6C3D64,hardware,19.2,952.0,24,LCV,0.397,LOC_AB7C9714CAAE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_25B8336FB5DE,LOC_9FCAF7F84065,brick,283.7,7823.0,77,heavy,0.773,LOC_87100B3B0525,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_0C80F2CE4E7E,LOC_4305AD60447F,tmt,190.8,12328.0,60,heavy,0.663,LOC_37368744CAC8,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8F2C03C477F1,LOC_4ADAB865CAAB,multi,95.2,5340.0,60,2-axle,0.764,LOC_12A79FA4AD5A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FECF349DC3BC,LOC_8701F938608F,hardware,30.4,1251.0,30,2-axle,0.545,LOC_B52C5A1209E7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_3554FB834BD3,LOC_6D28DCB75789,tmt,164.6,5060.0,56,2-axle,0.333,LOC_CB4DC5D8B868,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_3F5E86432C20,LOC_099BF6551AFD,paint,22.1,410.0,17,LCV,0.355,LOC_5E017854FF56,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_2B2D6C073579,LOC_EF05B98BAF0F,hardware,47.4,2252.0,28,LCV,0.622,LOC_426BDD4B66BD,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_6D34285EF427,LOC_C8CE62173EAD,paint,40.9,640.0,16,LCV,0.297,LOC_4E0F69B25F38,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_13C12586A551,LOC_89360346D8B3,sanitary,42.8,1088.0,34,LCV,0.262,LOC_57DF03471978,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_EBDDD36FCE70,LOC_53A32BA182F9,cement,169.8,5406.0,39,2-axle,0.743,LOC_A819A1872169,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_58EB841FB570,LOC_AF4636B79F35,cement,112.3,2949.0,51,2-axle,0.499,LOC_86F3408F1C5D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
