instance_id,request_id,node_order,demand_kg,dataset_version
INS_FFAAF2E2B426,REQ_1F8F5A239503,3,1310.0,v0.1
INS_FFAAF2E2B426,REQ_ECE53CF6073E,4,869.9999999999999,v0.1
INS_046242FA6C39,REQ_270DF3E06C07,0,850.0,v0.1
INS_046242FA6C39,REQ_6D42C7FB7410,1,980.0000000000001,v0.1
INS_046242FA6C39,REQ_F25C055E7576,2,500.0,v0.1
INS_046242FA6C39,REQ_CF57EB72A081,3,540.0,v0.1
INS_046242FA6C39,REQ_2718C84A845D,4,1750.0,v0.1
INS_7DD051EBFA04,REQ_07BE782C1DCC,0,330.0,v0.1
INS_7DD051EBFA04,REQ_15C5E839D0A7,1,140.0,v0.1
INS_7DD051EBFA04,REQ_CE0488467E7E,2,300.0,v0.1
INS_7DD051EBFA04,REQ_7ADE5A8C888D,3,530.0,v0.1
INS_7DD051EBFA04,REQ_B2FE6B6D4038,4,250.0,v0.1
INS_F5E7D2A0ADDE,REQ_582DD689676B,0,400.0,v0.1
INS_F5E7D2A0ADDE,REQ_2091C2EAAED7,1,620.0,v0.1
INS_F5E7D2A0ADDE,REQ_5E57D62A3EFC,2,500.0,v0.1
INS_F5E7D2A0ADDE,REQ_F3762DC3816D,3,210.0,v0.1
INS_F5E7D2A0ADDE,REQ_4047C57721C9,4,450.0,v0.1
INS_76193FDA1C2D,REQ_ACDD5D4C1613,0,100.0,v0.1
INS_76193FDA1C2D,REQ_F4B06B7D9474,1,1160.0,v0.1
INS_76193FDA1C2D,REQ_0046E052FCC9,2,450.0,v0.1
INS_2AE256ABFCE1,REQ_7434F9FB06C7,0,630.0,v0.1
INS_2AE256ABFCE1,REQ_DF2F62F31A66,1,200.0,v0.1
INS_2AE256ABFCE1,REQ_00F0467884B8,2,200.0,v0.1
INS_2AE256ABFCE1,REQ_9B2A1891DD70,3,400.0,v0.1
INS_2AE256ABFCE1,REQ_F120BDA3DAC4,4,1280.0,v0.1
INS_2AE256ABFCE1,REQ_D3969CCFB3E6,5,800.0,v0.1
INS_2A40373C1E7B,REQ_0FEABFC20A6D,0,2130.0,v0.1
INS_2A40373C1E7B,REQ_F951C5741B0F,1,3700.0,v0.1
INS_2A40373C1E7B,REQ_266FB88C0285,2,3240.0,v0.1
INS_2A40373C1E7B,REQ_E1D2884790D8,3,2870.0,v0.1
INS_2A40373C1E7B,REQ_6A18B4EB93DE,4,4580.0,v0.1
INS_2A40373C1E7B,REQ_409862E7C973,5,3500.0,v0.1
INS_4BA6512A3239,REQ_FC4847B4FE2C,0,819.9999999999999,v0.1
INS_4BA6512A3239,REQ_12638AE76F16,1,550.0,v0.1
INS_4BA6512A3239,REQ_82F1EA5429EC,2,720.0,v0.1
INS_F3FAE11C0FD5,REQ_3018215447D7,0,680.0,v0.1
INS_F3FAE11C0FD5,REQ_F702367571A0,1,1320.0,v0.1
INS_F3FAE11C0FD5,REQ_454C6239212E,2,210.0,v0.1
INS_25A0C7F49F5A,REQ_6EF281D64758,0,90.0,v0.1
INS_25A0C7F49F5A,REQ_56BA74AD7374,1,990.0,v0.1
INS_25A0C7F49F5A,REQ_90D147896CFB,2,960.0,v0.1
INS_25A0C7F49F5A,REQ_5C2485BB33C3,3,210.0,v0.1
INS_25A0C7F49F5A,REQ_1665CDC9FA53,4,1040.0,v0.1
INS_091573267F0E,REQ_2D8D3C2E36C0,0,170.0,v0.1
INS_091573267F0E,REQ_BB22CEA56608,1,500.0,v0.1
INS_091573267F0E,REQ_3829FE192DCC,2,250.0,v0.1
INS_091573267F0E,REQ_9EB2080D1439,3,450.0,v0.1
INS_091573267F0E,REQ_8B0C91543D33,4,470.0,v0.1
INS_091573267F0E,REQ_17E99B566B63,5,280.0,v0.1
INS_AC3712F89252,REQ_080ABA34F028,0,400.0,v0.1
INS_AC3712F89252,REQ_85552A1B8620,1,220.0,v0.1
INS_AC3712F89252,REQ_FBC635A4F6FB,2,350.0,v0.1
INS_AC3712F89252,REQ_4CD7B5DF35B2,3,400.0,v0.1
INS_AC3712F89252,REQ_AB33E031B664,4,1250.0,v0.1
INS_AC3712F89252,REQ_525C7375A0E2,5,190.0,v0.1
INS_AC3712F89252,REQ_3D04A178B8F2,6,1410.0,v0.1
INS_4858B18838E8,REQ_2F6F4230D7CC,0,510.0,v0.1
INS_4858B18838E8,REQ_79423BB29D43,1,1020.0,v0.1
INS_4858B18838E8,REQ_CF8CD24F8AEC,2,900.0,v0.1
INS_018702D9CDD6,REQ_4D139D9EB4C1,0,1300.0,v0.1
INS_018702D9CDD6,REQ_2E69D4A1E624,1,1030.0,v0.1
INS_018702D9CDD6,REQ_219D7623319C,2,1040.0,v0.1
INS_018702D9CDD6,REQ_2D4C758C72D5,3,550.0,v0.1
INS_018702D9CDD6,REQ_FD2D51B857D3,4,750.0,v0.1
INS_018702D9CDD6,REQ_F0DAA9803E39,5,470.0,v0.1
INS_CDA3F7EEC3D1,REQ_5256F7DEEBB8,0,400.0,v0.1
INS_CDA3F7EEC3D1,REQ_19F0568DF538,1,100.0,v0.1
INS_CDA3F7EEC3D1,REQ_F0F24B84CD96,2,1250.0,v0.1
INS_2C33E9F347C4,REQ_FBD2D3CD84BD,0,550.0,v0.1
INS_2C33E9F347C4,REQ_59428E836BBB,1,180.0,v0.1
INS_2C33E9F347C4,REQ_D363E93C6CF4,2,550.0,v0.1
INS_2C33E9F347C4,REQ_C00AE3B8C27D,3,100.0,v0.1
INS_2C33E9F347C4,REQ_4EFF8D974B39,4,1530.0,v0.1
INS_2C33E9F347C4,REQ_296FD7AEAACB,5,1900.0,v0.1
INS_2C33E9F347C4,REQ_670FCACD5338,6,140.0,v0.1
INS_8F2E9C2BC0F1,REQ_C5E04ACEB99B,0,700.0,v0.1
INS_8F2E9C2BC0F1,REQ_067CCF1FBB7F,1,500.0,v0.1
INS_8F2E9C2BC0F1,REQ_53F99D971299,2,250.0,v0.1
INS_8F2E9C2BC0F1,REQ_14A765D1D8D4,3,350.0,v0.1
INS_8F2E9C2BC0F1,REQ_EFCEB9BD078B,4,450.0,v0.1
INS_8F2E9C2BC0F1,REQ_D1FB07CF6F62,5,680.0,v0.1
INS_8F2E9C2BC0F1,REQ_34E21E9E088D,6,680.0,v0.1
INS_15073BF69E35,REQ_805EA5FEED5F,0,2410.0,v0.1
INS_15073BF69E35,REQ_4A6968A7B4B4,1,1030.0,v0.1
INS_15073BF69E35,REQ_2CF465CCDD06,2,1280.0,v0.1
INS_15073BF69E35,REQ_7A49E1A67C1C,3,1030.0,v0.1
INS_15073BF69E35,REQ_CA78BA838027,4,500.0,v0.1
INS_15073BF69E35,REQ_3D2CB53F0D3B,5,660.0,v0.1
INS_64FA1C521872,REQ_01F5CCDF5AF5,0,1090.0,v0.1
INS_64FA1C521872,REQ_FCC3F478D8C4,1,1310.0,v0.1
INS_64FA1C521872,REQ_C7827761339D,2,1480.0,v0.1
INS_3D7A4F621CE8,REQ_1142802A5EBA,0,890.0,v0.1
INS_3D7A4F621CE8,REQ_D48EE4A053CF,1,340.0,v0.1
INS_3D7A4F621CE8,REQ_F684B79D7053,2,1030.0,v0.1
INS_3D7A4F621CE8,REQ_2327CB89F571,3,730.0,v0.1
INS_3D7A4F621CE8,REQ_84EC342A0ACE,4,650.0,v0.1
INS_3D7A4F621CE8,REQ_67EFD11011CA,5,710.0,v0.1
INS_3D7A4F621CE8,REQ_32D358D6B961,6,950.0,v0.1
INS_B31F0FEDEFB2,REQ_05AC31DD7CD8,0,9310.0,v0.1
INS_B31F0FEDEFB2,REQ_788FAF911A5E,1,550.0,v0.1
INS_B31F0FEDEFB2,REQ_16000AC93CBF,2,17000.0,v0.1
INS_CD63DDE6C151,REQ_96030E9D1CDC,0,320.0,v0.1
INS_CD63DDE6C151,REQ_B11306D45562,1,550.0,v0.1
INS_CD63DDE6C151,REQ_60C66B2177C2,2,620.0,v0.1
INS_0E155FAAD67A,REQ_07A4FCDDBCA7,0,490.00000000000006,v0.1
INS_0E155FAAD67A,REQ_2437B1C37188,1,300.0,v0.1
INS_0E155FAAD67A,REQ_997B33E72A8E,2,140.0,v0.1
INS_0E155FAAD67A,REQ_CDCB4890FE38,3,800.0,v0.1
INS_0E155FAAD67A,REQ_71E7E2E0B7F0,4,280.0,v0.1
INS_0E155FAAD67A,REQ_7B8ECA127A20,5,560.0,v0.1
INS_DA97E045A6DA,REQ_B362F372C048,0,610.0,v0.1
INS_DA97E045A6DA,REQ_850DC2A45C9D,1,950.0,v0.1
INS_DA97E045A6DA,REQ_CA8D8D5DD7A5,2,430.0,v0.1
INS_DA97E045A6DA,REQ_7CF248B96D26,3,550.0,v0.1
INS_DA97E045A6DA,REQ_3B801826FFCF,4,840.0,v0.1
INS_C41ECD2B7D11,REQ_C09460040654,0,1380.0,v0.1
INS_C41ECD2B7D11,REQ_2F6762EA7BF6,1,500.0,v0.1
INS_C41ECD2B7D11,REQ_FF2B3556392C,2,1150.0,v0.1
INS_C41ECD2B7D11,REQ_D16FCB8A6CE4,3,1580.0,v0.1
INS_C41ECD2B7D11,REQ_25D1F1F70D20,4,1390.0,v0.1
INS_AC885078AA50,REQ_23597F191A8D,0,11100.0,v0.1
INS_AC885078AA50,REQ_DBA4E7252854,1,9400.0,v0.1
INS_AC885078AA50,REQ_50A2F45747C0,2,9160.0,v0.1
INS_AF6DD33B6E78,REQ_6A2CF6899AD7,0,850.0,v0.1
INS_AF6DD33B6E78,REQ_01A32ED7D779,1,110.00000000000001,v0.1
INS_AF6DD33B6E78,REQ_91917D8AF61B,2,1400.0,v0.1
INS_AF6DD33B6E78,REQ_3074CB703A97,3,1070.0,v0.1
INS_AF6DD33B6E78,REQ_61E1BAA71614,4,330.0,v0.1
INS_DC7921D3DFD1,REQ_BEDC45CFB93D,0,360.0,v0.1
INS_DC7921D3DFD1,REQ_8B536E78FA6A,1,480.0,v0.1
INS_DC7921D3DFD1,REQ_8BF4090A3416,2,800.0,v0.1
INS_DC7921D3DFD1,REQ_9D6296C6EF24,3,730.0,v0.1
INS_DC7921D3DFD1,REQ_3797036398A6,4,240.0,v0.1
INS_DC7921D3DFD1,REQ_CC72C857F097,5,360.0,v0.1
INS_DC7921D3DFD1,REQ_6CDA80AEE4C5,6,409.99999999999994,v0.1
INS_721F5EE5F994,REQ_53C97213889B,0,920.0,v0.1
INS_721F5EE5F994,REQ_7D0413325664,1,1340.0,v0.1
INS_721F5EE5F994,REQ_CCE44503FBCE,2,840.0,v0.1
INS_721F5EE5F994,REQ_7948123D6BBF,3,120.0,v0.1
INS_721F5EE5F994,REQ_5EE2C0BD95CB,4,80.0,v0.1
INS_721F5EE5F994,REQ_34DFE83A85DD,5,1190.0,v0.1
INS_290C4A989B6C,REQ_57FD9283ECDD,0,13890.0,v0.1
INS_290C4A989B6C,REQ_D6A702805405,1,13950.0,v0.1
INS_290C4A989B6C,REQ_7CF9F5A90A05,2,14280.0,v0.1
INS_270022CC1A81,REQ_092793DD6A95,0,260.0,v0.1
INS_270022CC1A81,REQ_95B05314B864,1,1710.0000000000002,v0.1
INS_270022CC1A81,REQ_0A23061C7D9F,2,1780.0,v0.1
INS_270022CC1A81,REQ_0A50EA03C5B3,3,1130.0,v0.1
INS_270022CC1A81,REQ_EBF4267F1CC1,4,450.0,v0.1
INS_270022CC1A81,REQ_C26930DC452A,5,2150.0,v0.1
INS_270022CC1A81,REQ_256A170B841D,6,690.0,v0.1
INS_811BB72A9BA7,REQ_8E11CB927896,0,170.0,v0.1
INS_811BB72A9BA7,REQ_502DB592CC2C,1,430.0,v0.1
INS_811BB72A9BA7,REQ_3978E2F616E7,2,840.0,v0.1
INS_811BB72A9BA7,REQ_FBC5038D6BED,3,810.0,v0.1
INS_811BB72A9BA7,REQ_73DAF694BE91,4,290.0,v0.1
INS_811BB72A9BA7,REQ_3422EACB64FC,5,700.0,v0.1
INS_1BEBABF54FF2,REQ_009D77440B33,0,80.0,v0.1
INS_1BEBABF54FF2,REQ_F1D4F84DBBAE,1,1760.0000000000002,v0.1
INS_1BEBABF54FF2,REQ_92278EA61130,2,1700.0,v0.1
INS_1BEBABF54FF2,REQ_4123B98D4D9C,3,800.0,v0.1
INS_1BEBABF54FF2,REQ_1B8B0B496C4E,4,1190.0,v0.1
INS_1BEBABF54FF2,REQ_5A633402B426,5,910.0,v0.1
INS_1BEBABF54FF2,REQ_4FB973EC53CF,6,480.0,v0.1
INS_275BE395A2F9,REQ_F92207C465E0,0,250.0,v0.1
INS_275BE395A2F9,REQ_18FAD51095E7,1,590.0,v0.1
INS_275BE395A2F9,REQ_1EFE48D36066,2,970.0,v0.1
INS_37B369894405,REQ_44F8001C491A,0,230.0,v0.1
INS_37B369894405,REQ_CA52B27B636C,1,840.0,v0.1
INS_37B369894405,REQ_7C01C3EF2EFB,2,200.0,v0.1
INS_37B369894405,REQ_B11C677A6521,3,660.0,v0.1
INS_37B369894405,REQ_1067DF4899A1,4,80.0,v0.1
INS_8F537C2FD457,REQ_2AF12C7444A2,0,880.0000000000001,v0.1
INS_8F537C2FD457,REQ_56B0ACC7A46D,1,1120.0,v0.1
INS_8F537C2FD457,REQ_3D7A208600B1,2,550.0,v0.1
INS_8F537C2FD457,REQ_3831D9282669,3,900.0,v0.1
INS_8F537C2FD457,REQ_52F02353004E,4,310.0,v0.1
INS_12331581BEA9,REQ_80D2BAE0EC76,0,800.0,v0.1
INS_12331581BEA9,REQ_F96338D80966,1,400.0,v0.1
INS_12331581BEA9,REQ_86A4F728888E,2,550.0,v0.1
INS_12331581BEA9,REQ_645EFBFD4663,3,880.0,v0.1
INS_12331581BEA9,REQ_187BA7E68474,4,280.0,v0.1
INS_7162CED7FFD3,REQ_DBB0156D252B,0,450.0,v0.1
INS_7162CED7FFD3,REQ_A26B6FEF822D,1,420.0,v0.1
INS_7162CED7FFD3,REQ_603FE457AA6D,2,630.0,v0.1
INS_7162CED7FFD3,REQ_636BB439B67F,3,950.0,v0.1
INS_7162CED7FFD3,REQ_794F388ACD9D,4,980.0000000000001,v0.1
INS_7162CED7FFD3,REQ_C534D73F07E0,5,430.0,v0.1
INS_7162CED7FFD3,REQ_EF0E673969B9,6,1100.0,v0.1
INS_6E06956F3599,REQ_A5270C992CCF,0,500.0,v0.1
INS_6E06956F3599,REQ_72E5F0CE71E5,1,800.0,v0.1
INS_6E06956F3599,REQ_ED0CDF63F01C,2,900.0,v0.1
INS_CDEB120747FE,REQ_7D5324E5A6FD,0,80.0,v0.1
INS_CDEB120747FE,REQ_FB956A73CA73,1,300.0,v0.1
INS_CDEB120747FE,REQ_88216BF27A68,2,300.0,v0.1
INS_FE91F5E0DA30,REQ_462CFDA03F85,0,1150.0,v0.1
INS_FE91F5E0DA30,REQ_8CE200660091,1,580.0,v0.1
INS_FE91F5E0DA30,REQ_D5FD9E9CBB25,2,900.0,v0.1
INS_FE91F5E0DA30,REQ_7DD90E43DCE7,3,280.0,v0.1
INS_FE91F5E0DA30,REQ_E1560F6DA85C,4,850.0,v0.1
INS_FE91F5E0DA30,REQ_5DEF037D8CBD,5,1100.0,v0.1
INS_FE91F5E0DA30,REQ_8F311E04A116,6,950.0,v0.1
INS_1FD17B52B547,REQ_B9CA0C45C5AC,0,600.0,v0.1
INS_1FD17B52B547,REQ_B2104E66F2AC,1,80.0,v0.1
INS_1FD17B52B547,REQ_58EE350131C6,2,250.0,v0.1
INS_1FD17B52B547,REQ_5AE19FCE4E2E,3,350.0,v0.1
INS_1FD17B52B547,REQ_0EF3132BFDF7,4,400.0,v0.1
INS_1FD17B52B547,REQ_F3C210E9B39A,5,440.0,v0.1
INS_2370E4FCDC6D,REQ_F83406B12AD5,0,880.0,v0.1
INS_2370E4FCDC6D,REQ_7F31234A41DC,1,1320.0,v0.1
INS_2370E4FCDC6D,REQ_975539C9E616,2,290.0,v0.1
INS_2370E4FCDC6D,REQ_96741BBCDE22,3,1100.0,v0.1
INS_2370E4FCDC6D,REQ_4E1BA3955A6E,4,570.0,v0.1
INS_2370E4FCDC6D,REQ_39335F20C8AE,5,630.0,v0.1
INS_2370E4FCDC6D,REQ_388C2966634B,6,520.0,v0.1
INS_A27167EEFBF2,REQ_DEC4B76C9F8E,0,650.0,v0.1
INS_A27167EEFBF2,REQ_0C696128540B,1,140.0,v0.1
INS_A27167EEFBF2,REQ_D9357740C166,2,450.0,v0.1
INS_A27167EEFBF2,REQ_CDC63C174679,3,630.0,v0.1
INS_A27167EEFBF2,REQ_914338094BBF,4,1000.0,v0.1
INS_AEC708481432,REQ_F6BA413F4334,0,910.0,v0.1
INS_AEC708481432,REQ_8061C6F88F7B,1,1000.0,v0.1
INS_AEC708481432,REQ_BCFA7A6F34C3,2,250.0,v0.1
INS_AEC708481432,REQ_724D482C8811,3,760.0,v0.1
INS_AEC708481432,REQ_0EAE7D255CD3,4,450.0,v0.1
INS_AEC708481432,REQ_564A600D997C,5,950.0,v0.1
INS_AE9CFFE67E85,REQ_2E52CDCC7C47,0,1490.0,v0.1
INS_AE9CFFE67E85,REQ_A700B6147FE5,1,940.0,v0.1
INS_AE9CFFE67E85,REQ_3609B3D48979,2,500.0,v0.1
INS_D307399F9A95,REQ_5AD277C9C966,0,500.0,v0.1
INS_D307399F9A95,REQ_2A51ED3F69FC,1,459.99999999999994,v0.1
INS_D307399F9A95,REQ_EC37C7CEF3DB,2,1220.0,v0.1
INS_D307399F9A95,REQ_F1AD7F82994C,3,800.0,v0.1
INS_D307399F9A95,REQ_A8049D1AD744,4,130.0,v0.1
INS_D307399F9A95,REQ_CBEF3F32F8D0,5,330.0,v0.1
INS_D307399F9A95,REQ_0E34012B3700,6,1080.0,v0.1
INS_51A85A1376D2,REQ_F0400934433E,0,1360.0,v0.1
INS_51A85A1376D2,REQ_1FA12320DDCF,1,660.0,v0.1
INS_51A85A1376D2,REQ_AA1F2A660A02,2,100.0,v0.1
INS_51A85A1376D2,REQ_D7668C34CE3F,3,1100.0,v0.1
INS_51A85A1376D2,REQ_10A1A1924300,4,550.0,v0.1
INS_51A85A1376D2,REQ_DA84C89578D1,5,840.0,v0.1
INS_FCA2B4E6F3D1,REQ_18D05FE184DB,0,30000.0,v0.1
INS_FCA2B4E6F3D1,REQ_B2B151895B58,1,30000.0,v0.1
INS_FCA2B4E6F3D1,REQ_3D137029DB76,2,30000.0,v0.1
INS_FCA2B4E6F3D1,REQ_A683694C8366,3,30000.0,v0.1
INS_40B0BEAABB1C,REQ_B2B151895B58,0,30000.0,v0.1
INS_40B0BEAABB1C,REQ_A683694C8366,1,30000.0,v0.1
INS_40B0BEAABB1C,REQ_BC3AE572C21A,2,30000.0,v0.1
INS_40B0BEAABB1C,REQ_A095E3AC1D21,3,30000.0,v0.1
INS_40B0BEAABB1C,REQ_18D05FE184DB,4,30000.0,v0.1
INS_D40F950C3883,REQ_E365E0D2353A,0,2150.0,v0.1
INS_D40F950C3883,REQ_7129D8CF936B,1,1310.0,v0.1
INS_D40F950C3883,REQ_FAC9E53ECFEA,2,450.0,v0.1
INS_D40F950C3883,REQ_93F25571AFA3,3,740.0,v0.1
INS_D40F950C3883,REQ_6CD8AE65B5BC,4,2030.0,v0.1
INS_48AE76AC0C12,REQ_8805679C39A8,0,2170.0,v0.1
INS_48AE76AC0C12,REQ_8171E518F6C7,1,2250.0,v0.1
INS_48AE76AC0C12,REQ_891E36E884B4,2,320.0,v0.1
INS_48AE76AC0C12,REQ_D788C477022F,3,1960.0000000000002,v0.1
INS_48AE76AC0C12,REQ_F661A2A59AB5,4,1630.0,v0.1
INS_48AE76AC0C12,REQ_E5E48704ECCD,5,610.0,v0.1
INS_48AE76AC0C12,REQ_6F9C9CDD6992,6,960.0,v0.1
INS_F039FB8512BD,REQ_64B2AEFF87B6,0,660.0,v0.1
INS_F039FB8512BD,REQ_E50725D77DCF,1,1050.0,v0.1
INS_F039FB8512BD,REQ_134F5D52C603,2,1200.0,v0.1
