instance_id,instance_hash,problem_type,size_band,depot_location_id,district,state_code,n_customers,n_vehicles,truck_ids,capacity_constraint,fleet_capacity_kg,total_demand_kg,capacity_feasible,time_window_constraint,pickup_delivery_constraint,circular_return_constraint,objective_weights_json,cost_snapshot_id,scenario_id,graph_version,quantum_ready,estimated_qubits_permutation,split,seed,dataset_version,split_reason
INS_7DC6899E2A83,a643481f37e05cb6,CIRCULAR_VRP,quantum,LOC_D49CDCEB7AF7,Charkhi Dadri,HR,7,1,TRK_1A09343A6FAC,25770.0,25770.0,4390.0,True,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_2CBF3FC6A3EC,efca2370f774fad3,TSP,quantum,LOC_BC83DA386B0E,Baghpat,UP,3,1,TRK_BFE3723152B3,3810.0,3810.0,2360.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_180496C77FCA,1eb950c9e02624b5,CIRCULAR_VRP,quantum,LOC_2E9E391564C2,Sonipat,HR,4,1,TRK_72CA4D066FFF,10560.0,10560.0,2580.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,25,test,20260903,v0.1,hash_bucket
INS_2C4EB817A1FE,da61197c5d78a33d,TSP,quantum,LOC_4A5F46E3AFB5,Sitapur,UP,3,1,TRK_5D8D73EA6549,14970.0,14970.0,1630.0,True,True,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_155918D87648,96b572f8f9f4a821,PDP,quantum,LOC_6C7E235EC96D,Nawanshahr,PB,7,1,TRK_D15B8332AEB2,15180.0,15180.0,6660.0,True,False,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_0C065BA0904D,5880fc97221908cd,VRPTW,quantum,LOC_6C7E235EC96D,Nawanshahr,PB,7,1,TRK_D15B8332AEB2,15180.0,15180.0,6020.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_FFAAF2E2B426,24a7e19fc02daac3,PDP,quantum,LOC_F86E62177015,Muzaffarnagar,UP,5,1,TRK_C327C2BB7867,9490.0,9490.0,3610.0,True,False,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_046242FA6C39,3044f56980c7c7a6,CIRCULAR_VRP,quantum,LOC_165F0D721F3E,Jalandhar,PB,5,1,TRK_A0E9F09D08D4,13770.0,13770.0,4620.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_7DD051EBFA04,6ce75fbc990fbdf3,CVRP,quantum,LOC_60C46A471111,Pilibhit,UP,5,1,TRK_C943D7479AB1,13170.0,13170.0,1550.0,True,False,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_F5E7D2A0ADDE,a54cd9e0dc3fe07b,PDP,quantum,LOC_DD4D9C55D7BB,Fatehgarh Sahib,PB,5,1,TRK_106A24329287,24220.0,24220.0,2180.0,True,False,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_76193FDA1C2D,f9e78979a278ff71,TSP,quantum,LOC_443EF0FB4E8C,Etawah,UP,3,1,TRK_B51DA48ACA2C,10110.0,10110.0,1710.0,True,True,True,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_2AE256ABFCE1,7459a183a2ca8079,VRPTW,quantum,LOC_58DEC063659A,Gorakhpur,UP,6,1,TRK_2553D5E0810B,10680.0,10680.0,3510.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_2A40373C1E7B,7cf60dac949a882a,PDP,quantum,LOC_D24D73F16033,Meerut,UP,6,1,TRK_BCC966E673C0,30750.0,30750.0,20020.0,True,False,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_4BA6512A3239,82690944a11ec1e7,TSP,quantum,LOC_3B372919B752,Karnal,HR,3,1,TRK_35D82D2C2693,17860.0,17860.0,2090.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,test,20260903,v0.1,holdout_district
INS_F3FAE11C0FD5,efda354de5f35019,TSP,quantum,LOC_D2DDEA75080C,Pathankot,PB,3,1,TRK_DBB3E05A1345,3720.0,3720.0,2210.0,True,False,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_25A0C7F49F5A,3c0228b71c1dfbb4,CIRCULAR_VRP,quantum,LOC_B890897F9CCC,Kapurthala,PB,5,1,TRK_845EA1F8ABE4,17150.0,17150.0,3290.0,True,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_091573267F0E,18ea67aa4d32d143,VRPTW,quantum,LOC_B01B9CC74597,Saharanpur,UP,6,1,TRK_B7FB75BB3E0A,28840.0,28840.0,2120.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_AC3712F89252,50d6ff169157d172,CVRP,quantum,LOC_C58F1767A842,Barnala,PB,7,1,TRK_E5B6D3B322CE,16540.0,16540.0,4220.0,True,False,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,validation,20260903,v0.1,hash_bucket
INS_4858B18838E8,3908059a96b87b66,TSP,quantum,LOC_9F3A877025DA,Shahjahanpur,UP,3,1,TRK_C7CC5AE3F376,10490.0,10490.0,2430.0,True,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_018702D9CDD6,ca325e1d5b4f6ee2,PDP,quantum,LOC_4A5F46E3AFB5,Sitapur,UP,6,1,TRK_5D8D73EA6549,14970.0,14970.0,5140.0,True,True,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_CDA3F7EEC3D1,f7435135aad272c2,TSP,quantum,LOC_27273A6A3299,Shamli,UP,3,1,TRK_4FF849112E23,13040.0,13040.0,1750.0,True,False,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,validation,20260903,v0.1,hash_bucket
INS_2C33E9F347C4,e77af95186d44cad,CVRP,quantum,LOC_B9CDAEAD5C72,Mainpuri,UP,7,1,TRK_D775FBEE377E,10800.0,10800.0,4950.0,True,False,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_8F2E9C2BC0F1,80437a78753d6f0c,VRPTW,quantum,LOC_D8FB48D6F894,Fatehabad,HR,7,1,TRK_ECEE8EE28F92,23380.0,23380.0,3610.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_15073BF69E35,e4b96c455a61d452,CIRCULAR_VRP,quantum,LOC_EC1D3E4138DF,Amritsar,PB,6,1,TRK_16D9D4191F37,15010.0,15010.0,6910.0,True,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_64FA1C521872,701f3484d5e33e0f,TSP,quantum,LOC_B0D713DFA81B,Ferozepur,PB,3,1,TRK_13B28E209BDB,17650.0,17650.0,3880.0,True,False,True,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,test,20260903,v0.1,hash_bucket
INS_3D7A4F621CE8,cf25da1ed130fc9c,CIRCULAR_VRP,quantum,LOC_EBC017604691,Mathura,UP,7,1,TRK_9DFA15E0928C,8820.0,8820.0,5300.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_B31F0FEDEFB2,b23409f93ae5e3bf,TSP,quantum,LOC_CF065FE8EBAB,Gautam Buddha Nagar,UP,3,1,TRK_7F0EDB730CEF,17970.0,17970.0,26860.0,False,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_CD63DDE6C151,5846ed4877a3cd27,TSP,quantum,LOC_8EAD4661AFB9,Jhajjar,HR,3,1,TRK_2A2A3F44FD68,13420.0,13420.0,1490.0,True,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,validation,20260903,v0.1,hash_bucket
INS_0E155FAAD67A,b4ea8b48ef7f67cf,CIRCULAR_VRP,quantum,LOC_2E9E391564C2,Sonipat,HR,6,1,TRK_72CA4D066FFF,10560.0,10560.0,2570.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_DA97E045A6DA,f7d8bb93691413b5,PDP,quantum,LOC_D49CDCEB7AF7,Charkhi Dadri,HR,5,1,TRK_1A09343A6FAC,25770.0,25770.0,3380.0,True,True,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_C41ECD2B7D11,7a6490dcafd18c64,PDP,quantum,LOC_B0D713DFA81B,Ferozepur,PB,5,1,TRK_13B28E209BDB,17650.0,17650.0,6000.0,True,True,True,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
INS_AC885078AA50,f08798ff5cef811c,TSP,quantum,LOC_63A998834201,North East Delhi,DL,3,1,TRK_8305179CCBA4,20640.0,20640.0,29660.0,False,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_AF6DD33B6E78,f1dd6e193e9bafe6,CIRCULAR_VRP,quantum,LOC_BACB2642B5AD,Kurukshetra,HR,5,1,TRK_C37572A4FA01,22890.0,22890.0,3760.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,validation,20260903,v0.1,hash_bucket
INS_DC7921D3DFD1,4c3ccdfbc4086c38,CIRCULAR_VRP,quantum,LOC_BF1D141289ED,Hoshiarpur,PB,7,1,TRK_8406DD0477EF,13280.0,13280.0,3380.0,True,True,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_721F5EE5F994,20382cc5df0eb814,PDP,quantum,LOC_7CE3D43FF63F,Ambala,HR,6,1,TRK_24451540E310,9360.0,9360.0,4490.0,True,False,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_290C4A989B6C,45f8a128014f6e17,TSP,quantum,LOC_DA9770705B86,South West Delhi,DL,3,1,TRK_3CFEB87B3316,14600.0,14600.0,42120.0,False,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,validation,20260903,v0.1,hash_bucket
INS_270022CC1A81,0cb7be211f45e259,PDP,quantum,LOC_03F06DD41C28,Malerkotla,PB,7,1,TRK_FFF0E16B86EA,20290.0,20290.0,8170.0,True,True,True,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,train,20260903,v0.1,hash_bucket
INS_811BB72A9BA7,cc6307d53dd6adba,CIRCULAR_VRP,quantum,LOC_8F3BDE96C1C3,Rampur,UP,6,1,TRK_5136065E98CA,29770.0,29770.0,3240.0,True,False,False,True,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,49,train,20260903,v0.1,hash_bucket
INS_1BEBABF54FF2,0023bacf9d51fdd6,VRPTW,quantum,LOC_2E423964E639,Agra,UP,7,1,TRK_ADDDD7A442CF,23720.0,23720.0,6920.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,64,validation,20260903,v0.1,hash_bucket
INS_275BE395A2F9,199f6a5a90bf4a32,TSP,quantum,LOC_AB3DB4CE53FF,Gurdaspur,PB,3,1,TRK_B067BCD63265,7430.0,7430.0,1810.0,True,True,False,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,True,16,train,20260903,v0.1,hash_bucket
INS_37B369894405,058918f06da43ffe,PDP,quantum,LOC_58DEC063659A,Gorakhpur,UP,5,1,TRK_2553D5E0810B,10680.0,10680.0,2010.0,True,True,True,False,"{""circular_bonus"": -1.1, ""distance_km"": 1.0, ""empty_km"": 0.85, ""fuel_inr"": 0.01, ""risk"": 12.0, ""time_min"": 0.35, ""toll_inr"": 0.01}",CST_48011250D4FB,SCN_BASELINE,g1,False,36,train,20260903,v0.1,hash_bucket
