availability_id,truck_id,location_id,available_time,remaining_capacity_kg,preferred_radius_km,return_home_by,is_synthetic,dataset_version
AVL_51197605CF32,TRK_EA42DF2EC558,LOC_8E24E29DF84B,05:30,1700.0,140.0,16:00,True,v0.1
AVL_9DF39009ADEE,TRK_EA42DF2EC558,LOC_8E24E29DF84B,06:15,1430.0,100.0,16:00,True,v0.1
AVL_AD9FF0058AF9,TRK_8568643F956E,LOC_BD15AF538A86,09:15,350.0,20.0,18:00,True,v0.1
AVL_7F3C1B627A7A,TRK_A3A61C64DE5D,LOC_487C12AA952A,12:15,8380.0,250.0,20:00,True,v0.1
AVL_C54C251A1F76,TRK_A3A61C64DE5D,LOC_487C12AA952A,10:30,7910.0,250.0,20:00,True,v0.1
AVL_A126E756A22D,TRK_532DA903AB51,LOC_2ADFB4EFDB06,08:15,6590.0,150.0,19:00,True,v0.1
AVL_A0FA0A4950AA,TRK_FD2ED987D86D,LOC_60C46A471111,08:30,840.0,40.0,16:00,True,v0.1
AVL_195822378993,TRK_FD2ED987D86D,LOC_60C46A471111,06:30,370.0,70.0,16:00,True,v0.1
AVL_D4A42556F35F,TRK_FD2ED987D86D,LOC_60C46A471111,06:30,530.0,50.0,16:00,True,v0.1
AVL_02947B5915BD,TRK_7A6A0CC55602,LOC_AB3DB4CE53FF,12:00,1930.0,180.0,17:00,True,v0.1
AVL_9D7627D330C0,TRK_7A6A0CC55602,LOC_AB3DB4CE53FF,07:00,2930.0,210.0,17:00,True,v0.1
AVL_BE66E87A7917,TRK_7A6A0CC55602,LOC_AB3DB4CE53FF,08:30,2470.0,110.0,17:00,True,v0.1
AVL_93694978732B,TRK_D48AA1E92128,LOC_6B9FA168B682,06:00,390.0,70.0,15:00,True,v0.1
AVL_E2A2EAAC25C6,TRK_D48AA1E92128,LOC_6B9FA168B682,05:45,820.0,80.0,15:00,True,v0.1
AVL_D1035D36194D,TRK_DAF51A958D58,LOC_3B372919B752,10:15,11080.0,100.0,17:00,True,v0.1
AVL_653F0B9114A6,TRK_DAF51A958D58,LOC_3B372919B752,11:45,9530.0,130.0,17:00,True,v0.1
AVL_6CF54B583EF6,TRK_DAF51A958D58,LOC_3B372919B752,12:30,3310.0,200.0,17:00,True,v0.1
AVL_D3D75CB78731,TRK_9C8AB9F98395,LOC_2E423964E639,10:00,2130.0,110.0,19:00,True,v0.1
AVL_A3319CE5121B,TRK_F7D1E6EBB6CA,LOC_0F3D188854D6,07:15,4740.0,220.0,15:00,True,v0.1
AVL_24235FB10201,TRK_99200FA0CAF5,LOC_4E618897659A,08:00,1530.0,50.0,18:00,True,v0.1
AVL_527BC988A175,TRK_99200FA0CAF5,LOC_4E618897659A,11:45,1280.0,80.0,18:00,True,v0.1
AVL_13E5253B6C55,TRK_99200FA0CAF5,LOC_4E618897659A,10:00,770.0,40.0,18:00,True,v0.1
AVL_3556B6D71049,TRK_8C037A0ADC54,LOC_2B9C182E1BB7,12:00,10470.0,250.0,17:00,True,v0.1
AVL_2BE249FBD031,TRK_8C037A0ADC54,LOC_2B9C182E1BB7,11:45,29940.0,250.0,17:00,True,v0.1
AVL_84E8C55E7B8F,TRK_8C037A0ADC54,LOC_2B9C182E1BB7,08:30,14500.0,250.0,17:00,True,v0.1
AVL_BEA89E79A3F1,TRK_4E30CB2EBC14,LOC_41413C4D1A63,08:15,2040.0,90.0,17:00,True,v0.1
AVL_86D7BEAD595E,TRK_626EAB067544,LOC_5D316714188F,07:30,3530.0,80.0,16:00,True,v0.1
AVL_896CB9AD3D5F,TRK_626EAB067544,LOC_5D316714188F,04:15,1480.0,80.0,16:00,True,v0.1
AVL_C3518EF0756D,TRK_626EAB067544,LOC_5D316714188F,08:00,2180.0,70.0,16:00,True,v0.1
AVL_BEA72AE9E29C,TRK_27E86454C41E,LOC_B01B9CC74597,07:00,1130.0,70.0,19:00,True,v0.1
AVL_DA45D4C4522B,TRK_9842EE7E4A7D,LOC_0B27B307A77E,08:15,10160.0,230.0,19:00,True,v0.1
AVL_CCCC0BC5B6DB,TRK_9842EE7E4A7D,LOC_0B27B307A77E,10:30,5430.0,210.0,19:00,True,v0.1
AVL_0E0AF7AEEE68,TRK_C7CC5AE3F376,LOC_9F3A877025DA,10:45,6170.0,80.0,20:00,True,v0.1
AVL_F1FDA530FC02,TRK_C7CC5AE3F376,LOC_9F3A877025DA,09:30,8680.0,50.0,20:00,True,v0.1
AVL_252ADEFC077C,TRK_C7CC5AE3F376,LOC_9F3A877025DA,12:00,9840.0,60.0,20:00,True,v0.1
AVL_F6C38C4D9AEB,TRK_85ECCC09B9D9,LOC_B26DA7992E56,09:30,1720.0,140.0,20:00,True,v0.1
AVL_50BC3BDB81ED,TRK_85ECCC09B9D9,LOC_B26DA7992E56,10:30,610.0,90.0,20:00,True,v0.1
AVL_89A03E6C127E,TRK_9F4AFED0031B,LOC_2275B2D35F85,09:00,2660.0,120.0,22:00,True,v0.1
AVL_32549FD1BE54,TRK_33F5C27E0A8E,LOC_C58F1767A842,06:30,1700.0,40.0,13:00,True,v0.1
AVL_9534DA4B4CE8,TRK_33F5C27E0A8E,LOC_C58F1767A842,06:00,1410.0,40.0,13:00,True,v0.1
AVL_FFE504984F5B,TRK_33F5C27E0A8E,LOC_C58F1767A842,09:30,1790.0,80.0,13:00,True,v0.1
AVL_6E4EC5023728,TRK_EEA651643038,LOC_B56ABDBA32E2,10:15,2020.0,100.0,20:00,True,v0.1
AVL_0817BDD513A7,TRK_EE305F995190,LOC_36B5B5F31C8D,11:45,350.0,100.0,15:00,True,v0.1
AVL_9AEB738B32DC,TRK_EE305F995190,LOC_36B5B5F31C8D,06:30,610.0,50.0,15:00,True,v0.1
AVL_7E1383C3AEC4,TRK_BACD7124FE62,LOC_5775AEDC7A87,07:45,1450.0,180.0,19:00,True,v0.1
AVL_C3DD21F87964,TRK_BACD7124FE62,LOC_5775AEDC7A87,12:15,2970.0,100.0,19:00,True,v0.1
AVL_59C0908435E0,TRK_BACD7124FE62,LOC_5775AEDC7A87,10:30,2450.0,180.0,19:00,True,v0.1
AVL_BB2163D0727C,TRK_5E33C6EEB554,LOC_11A4C40B0A4F,11:45,260.0,30.0,16:00,True,v0.1
AVL_6366CCE2DADA,TRK_5E33C6EEB554,LOC_11A4C40B0A4F,10:45,450.0,30.0,16:00,True,v0.1
AVL_B5D4901AD475,TRK_82D080DA4394,LOC_03F06DD41C28,10:00,1260.0,50.0,19:00,True,v0.1
AVL_E47F21C3B209,TRK_82D080DA4394,LOC_03F06DD41C28,12:00,470.0,60.0,19:00,True,v0.1
AVL_25F849BE1CAA,TRK_82D080DA4394,LOC_03F06DD41C28,09:30,1130.0,70.0,19:00,True,v0.1
AVL_B11AF37753A6,TRK_8F17F47DF021,LOC_5775AEDC7A87,07:45,7160.0,250.0,17:00,True,v0.1
AVL_856E331194F2,TRK_8F17F47DF021,LOC_5775AEDC7A87,08:30,2600.0,160.0,17:00,True,v0.1
AVL_3B46E6940919,TRK_8F17F47DF021,LOC_5775AEDC7A87,10:30,6900.0,140.0,17:00,True,v0.1
AVL_79CECAB8D4A9,TRK_3BD6603D79C0,LOC_B01B9CC74597,11:30,930.0,100.0,21:00,True,v0.1
AVL_7114268F1EF7,TRK_E247C3B236BF,LOC_F20DB0F2A327,07:45,3770.0,200.0,21:00,True,v0.1
AVL_85026FD962A3,TRK_E247C3B236BF,LOC_F20DB0F2A327,08:00,4610.0,140.0,21:00,True,v0.1
AVL_A47462AF7AA1,TRK_E247C3B236BF,LOC_F20DB0F2A327,12:30,2210.0,220.0,21:00,True,v0.1
AVL_C0F88FA9D064,TRK_C782EFA75804,LOC_ED9C60D04FC0,08:30,1180.0,50.0,17:00,True,v0.1
AVL_81BA2346F746,TRK_C782EFA75804,LOC_ED9C60D04FC0,08:30,1900.0,60.0,17:00,True,v0.1
AVL_4E57E981F74B,TRK_A0E9F09D08D4,LOC_165F0D721F3E,10:45,4050.0,200.0,19:00,True,v0.1
AVL_37ED86918B31,TRK_A0E9F09D08D4,LOC_165F0D721F3E,08:00,12650.0,200.0,19:00,True,v0.1
AVL_4170DF84132B,TRK_3119DA4FF7CB,LOC_DA9770705B86,10:00,1960.0,90.0,22:00,True,v0.1
AVL_85A28A9771E4,TRK_3119DA4FF7CB,LOC_DA9770705B86,09:45,1920.0,60.0,22:00,True,v0.1
AVL_F2F3359A994C,TRK_80DF5974F975,LOC_41413C4D1A63,11:45,860.0,60.0,16:00,True,v0.1
AVL_59E8A8311361,TRK_80DF5974F975,LOC_41413C4D1A63,13:00,690.0,80.0,16:00,True,v0.1
AVL_846B898E874E,TRK_302D768C55BE,LOC_8DBB3FA667B3,11:00,7240.0,70.0,23:00,True,v0.1
AVL_F8FD8D86EA16,TRK_D775FBEE377E,LOC_B9CDAEAD5C72,07:30,9060.0,230.0,14:00,True,v0.1
AVL_AA168BC12D22,TRK_D775FBEE377E,LOC_B9CDAEAD5C72,04:15,5110.0,240.0,14:00,True,v0.1
AVL_F9FAD1CA1BD0,TRK_333266140832,LOC_E7B504BE8FE9,04:45,1170.0,90.0,18:00,True,v0.1
AVL_EE6DE79F43A6,TRK_333266140832,LOC_E7B504BE8FE9,05:00,890.0,160.0,18:00,True,v0.1
AVL_0EA8C005CEA3,TRK_BFCCB9F57E47,LOC_ED9C60D04FC0,11:00,250.0,60.0,20:00,True,v0.1
AVL_7D495804D5AA,TRK_BFCCB9F57E47,LOC_ED9C60D04FC0,07:30,490.0,70.0,20:00,True,v0.1
AVL_B8F7F5BD7B32,TRK_BFCCB9F57E47,LOC_ED9C60D04FC0,10:00,370.0,80.0,20:00,True,v0.1
AVL_A31CD0AA0717,TRK_7D5CC8280BAC,LOC_F20DB0F2A327,11:15,7360.0,140.0,21:00,True,v0.1
AVL_E241018B615D,TRK_A210D20B3223,LOC_AD745A3946E4,06:15,10860.0,230.0,18:00,True,v0.1
AVL_AA5D7AF00E7F,TRK_D9C6545EAB2E,LOC_45C74FBD7B6F,09:45,6440.0,120.0,16:00,True,v0.1
AVL_8AB4D5B70837,TRK_D9C6545EAB2E,LOC_45C74FBD7B6F,09:45,2740.0,110.0,16:00,True,v0.1
AVL_9D419FAACD13,TRK_D9C6545EAB2E,LOC_45C74FBD7B6F,08:15,6620.0,130.0,16:00,True,v0.1
AVL_B5E6D0BCF356,TRK_8406DD0477EF,LOC_BF1D141289ED,10:30,5340.0,250.0,14:00,True,v0.1
AVL_3ECC8C8B347D,TRK_8406DD0477EF,LOC_BF1D141289ED,08:45,10380.0,250.0,14:00,True,v0.1
AVL_3DA596FB8068,TRK_8406DD0477EF,LOC_BF1D141289ED,06:30,8760.0,220.0,14:00,True,v0.1
AVL_D0F1BC0EA4E6,TRK_2AEAA46637B4,LOC_E96863625035,06:30,5730.0,60.0,17:00,True,v0.1
AVL_45D8EC88D3B0,TRK_A9EA5FA4BDE5,LOC_9F3A877025DA,09:00,7990.0,150.0,21:00,True,v0.1
AVL_91467351041B,TRK_A9EA5FA4BDE5,LOC_9F3A877025DA,11:15,5130.0,160.0,21:00,True,v0.1
AVL_6C527A80663E,TRK_A9EA5FA4BDE5,LOC_9F3A877025DA,09:30,6280.0,130.0,21:00,True,v0.1
AVL_838C69C05121,TRK_DCD529FCAD92,LOC_AD745A3946E4,09:45,8640.0,230.0,17:00,True,v0.1
AVL_66B547CD8115,TRK_DCD529FCAD92,LOC_AD745A3946E4,09:30,13340.0,250.0,17:00,True,v0.1
AVL_A93BDC8E1236,TRK_DCD529FCAD92,LOC_AD745A3946E4,13:15,9900.0,240.0,17:00,True,v0.1
AVL_20C13E4518D2,TRK_5BA38CDD6398,LOC_B39E76DCD93F,08:30,8070.0,170.0,21:00,True,v0.1
AVL_065CB7441E27,TRK_3673D58D3F9F,LOC_F20DB0F2A327,09:00,430.0,70.0,22:00,True,v0.1
AVL_E97657887055,TRK_CC15EA18475A,LOC_E96863625035,13:45,8500.0,150.0,23:00,True,v0.1
AVL_49ABA0740133,TRK_CC15EA18475A,LOC_E96863625035,13:45,9480.0,180.0,23:00,True,v0.1
AVL_D844B1B5BB4C,TRK_73D3FAB3FB7E,LOC_BC48412E6B15,04:00,1000.0,150.0,15:00,True,v0.1
AVL_6F605BE3957C,TRK_73D3FAB3FB7E,LOC_BC48412E6B15,08:45,2590.0,90.0,15:00,True,v0.1
AVL_2ADFEED41A6C,TRK_73D3FAB3FB7E,LOC_BC48412E6B15,06:15,3080.0,150.0,15:00,True,v0.1
AVL_3A86BEE66A48,TRK_3636FA13AE0D,LOC_BACB2642B5AD,08:45,2200.0,190.0,13:00,True,v0.1
AVL_065146D405B4,TRK_3636FA13AE0D,LOC_BACB2642B5AD,06:15,6180.0,220.0,13:00,True,v0.1
AVL_AE0797C4BED8,TRK_0DBC0A97FD43,LOC_AC684A297AD1,09:30,430.0,60.0,20:00,True,v0.1
AVL_0D995E2A7527,TRK_AED6D8426AC1,LOC_AD745A3946E4,09:30,430.0,60.0,18:00,True,v0.1
AVL_79B9333292BE,TRK_72FD468D3BB7,LOC_B26DA7992E56,07:15,2720.0,120.0,16:00,True,v0.1
AVL_8DBF16724496,TRK_14DED19CFB57,LOC_5B344A07BA57,07:00,5790.0,250.0,15:00,True,v0.1
AVL_11AA024B1F46,TRK_14DED19CFB57,LOC_5B344A07BA57,12:45,6370.0,170.0,15:00,True,v0.1
AVL_7D70FDC612DF,TRK_14DED19CFB57,LOC_5B344A07BA57,10:15,5680.0,190.0,15:00,True,v0.1
AVL_CA6B53F24F67,TRK_1C5377557122,LOC_BF1D141289ED,09:00,2830.0,110.0,20:00,True,v0.1
AVL_6AA9B904C0B5,TRK_1C5377557122,LOC_BF1D141289ED,06:15,7130.0,80.0,20:00,True,v0.1
AVL_75DBA388878E,TRK_1C5377557122,LOC_BF1D141289ED,11:30,5620.0,100.0,20:00,True,v0.1
AVL_C037A2825695,TRK_85173B163B02,LOC_C6AB43142BDB,10:00,11630.0,180.0,20:00,True,v0.1
AVL_0CFE519BD0DD,TRK_85173B163B02,LOC_C6AB43142BDB,11:30,8320.0,170.0,20:00,True,v0.1
AVL_B0F9B04C55E3,TRK_85173B163B02,LOC_C6AB43142BDB,12:15,11030.0,90.0,20:00,True,v0.1
AVL_752D46436BD4,TRK_93E61376630A,LOC_5775AEDC7A87,07:45,380.0,20.0,15:00,True,v0.1
AVL_2C5CE19D1A43,TRK_32CB60E4DEF3,LOC_27273A6A3299,09:00,1290.0,70.0,16:00,True,v0.1
AVL_2264276DD2BE,TRK_32CB60E4DEF3,LOC_27273A6A3299,08:15,1820.0,70.0,16:00,True,v0.1
AVL_C769A0698961,TRK_7F0EDB730CEF,LOC_CF065FE8EBAB,11:45,5160.0,210.0,18:00,True,v0.1
AVL_4EF311913A8B,TRK_7F0EDB730CEF,LOC_CF065FE8EBAB,10:30,17170.0,250.0,18:00,True,v0.1
AVL_91EFFB5AA237,TRK_7F0EDB730CEF,LOC_CF065FE8EBAB,10:00,16100.0,250.0,18:00,True,v0.1
AVL_AE18E0982C27,TRK_4F819BA45DBB,LOC_F1EE6A62E5AA,10:30,4480.0,170.0,20:00,True,v0.1
AVL_5C16062F5AF3,TRK_4F819BA45DBB,LOC_F1EE6A62E5AA,08:00,2420.0,210.0,20:00,True,v0.1
AVL_43B7FAD000E1,TRK_1E04417AF8BD,LOC_B9CDAEAD5C72,13:30,1300.0,60.0,17:00,True,v0.1
AVL_E3C23F33B34E,TRK_1E04417AF8BD,LOC_B9CDAEAD5C72,10:30,1000.0,90.0,17:00,True,v0.1
AVL_4B01388D4959,TRK_8655D90B9573,LOC_0D7AAF851D69,07:30,4570.0,210.0,17:00,True,v0.1
AVL_A24DA12583FD,TRK_8655D90B9573,LOC_0D7AAF851D69,06:00,3000.0,130.0,17:00,True,v0.1
AVL_D0BBB4FC7AE0,TRK_8655D90B9573,LOC_0D7AAF851D69,07:15,4780.0,180.0,17:00,True,v0.1
AVL_9D164B361EF2,TRK_14D982C0383D,LOC_11A4C40B0A4F,09:30,2790.0,160.0,20:00,True,v0.1
AVL_BA8E26129868,TRK_A2930A44E92E,LOC_5775AEDC7A87,04:30,5730.0,100.0,14:00,True,v0.1
AVL_18C009778B8B,TRK_A2930A44E92E,LOC_5775AEDC7A87,08:30,8370.0,110.0,14:00,True,v0.1
AVL_084F8AFEF9E1,TRK_A2930A44E92E,LOC_5775AEDC7A87,08:15,7370.0,130.0,14:00,True,v0.1
AVL_A264FDF40B8A,TRK_53479DAD233A,LOC_2B9C182E1BB7,06:30,8440.0,150.0,15:00,True,v0.1
AVL_E535DE1B4966,TRK_8B6AC1173403,LOC_2B9C182E1BB7,08:15,1490.0,100.0,17:00,True,v0.1
AVL_F1F6616704A4,TRK_6EE4DF0A18BF,LOC_B26FC239E19A,05:15,8130.0,150.0,15:00,True,v0.1
AVL_01AFBB861E37,TRK_6EE4DF0A18BF,LOC_B26FC239E19A,06:30,5020.0,190.0,15:00,True,v0.1
AVL_ED341B1E4B09,TRK_6EE4DF0A18BF,LOC_B26FC239E19A,07:30,9450.0,100.0,15:00,True,v0.1
AVL_6BDCCA1242E3,TRK_531D5E4723D5,LOC_FEFD9351973D,07:00,2410.0,160.0,15:00,True,v0.1
AVL_DE915025DE47,TRK_6AF7FF60CE3E,LOC_41413C4D1A63,13:15,2160.0,70.0,20:00,True,v0.1
AVL_A91483078033,TRK_15E4BA3F26DB,LOC_5D316714188F,09:45,780.0,40.0,19:00,True,v0.1
AVL_17B38FEAD2AD,TRK_15E4BA3F26DB,LOC_5D316714188F,10:00,310.0,80.0,19:00,True,v0.1
AVL_F52EFF538B0C,TRK_15E4BA3F26DB,LOC_5D316714188F,11:30,260.0,70.0,19:00,True,v0.1
AVL_53B968D687B0,TRK_CBC644EAB81E,LOC_5775AEDC7A87,12:45,10140.0,130.0,18:00,True,v0.1
AVL_CD5947756842,TRK_CBC644EAB81E,LOC_5775AEDC7A87,10:00,9090.0,80.0,18:00,True,v0.1
AVL_64C5306F4574,TRK_E9C76BCDE1E1,LOC_5D316714188F,10:45,12510.0,250.0,20:00,True,v0.1
AVL_8F22C3A435FE,TRK_E9C76BCDE1E1,LOC_5D316714188F,14:30,9480.0,250.0,20:00,True,v0.1
AVL_7B002BCFFE90,TRK_E9C76BCDE1E1,LOC_5D316714188F,14:45,20310.0,250.0,20:00,True,v0.1
AVL_3172824BC01C,TRK_DE5A14580F03,LOC_5775AEDC7A87,07:15,420.0,40.0,15:00,True,v0.1
AVL_6B40B759796E,TRK_6A55958D091D,LOC_8DBB3FA667B3,10:45,4700.0,100.0,19:00,True,v0.1
AVL_F45D154C0251,TRK_3A519CFB8F0F,LOC_8DBB3FA667B3,07:30,19470.0,250.0,19:00,True,v0.1
AVL_0B147EDC671E,TRK_07C89818BEEF,LOC_03F06DD41C28,09:30,6280.0,120.0,20:00,True,v0.1
AVL_D0C713C98659,TRK_0331FB7CD37E,LOC_61BECDCA1350,09:15,18360.0,250.0,14:00,True,v0.1
AVL_6F17E8BF266F,TRK_0331FB7CD37E,LOC_61BECDCA1350,09:15,14370.0,230.0,14:00,True,v0.1
AVL_013B492B9E4F,TRK_0331FB7CD37E,LOC_61BECDCA1350,09:30,16310.0,250.0,14:00,True,v0.1
AVL_9FE87BE6E5D9,TRK_C7B2D2B5DA6C,LOC_EBC017604691,13:30,4490.0,70.0,21:00,True,v0.1
AVL_218F38EBBA9D,TRK_8B0A48041C1C,LOC_5775AEDC7A87,09:30,9070.0,250.0,14:00,True,v0.1
AVL_0B51AF8BFCF7,TRK_8B0A48041C1C,LOC_5775AEDC7A87,07:15,15960.0,230.0,14:00,True,v0.1
AVL_3E7150878D30,TRK_8B0A48041C1C,LOC_5775AEDC7A87,07:15,16860.0,140.0,14:00,True,v0.1
AVL_AB98DCEE8EE1,TRK_DF02CF5283B1,LOC_8EAD4661AFB9,12:30,10270.0,170.0,23:00,True,v0.1
AVL_262621F99A44,TRK_1785FA65C441,LOC_5AA457C919DB,11:15,7920.0,150.0,23:00,True,v0.1
AVL_F5F0812AF026,TRK_1785FA65C441,LOC_5AA457C919DB,14:30,5290.0,190.0,23:00,True,v0.1
AVL_7CA80ABF92A0,TRK_5136065E98CA,LOC_8F3BDE96C1C3,06:15,11560.0,250.0,20:00,True,v0.1
AVL_DA02E625D0A7,TRK_5136065E98CA,LOC_8F3BDE96C1C3,11:45,24020.0,250.0,20:00,True,v0.1
AVL_113CCC5682E8,TRK_5136065E98CA,LOC_8F3BDE96C1C3,07:45,9880.0,250.0,20:00,True,v0.1
AVL_1DFCE9350B8D,TRK_19722D76C688,LOC_21F591BF08EC,06:00,890.0,40.0,17:00,True,v0.1
AVL_7C9F87DD9E33,TRK_1ADF63AC033E,LOC_36B5B5F31C8D,11:00,1950.0,110.0,21:00,True,v0.1
AVL_70CC37214EE7,TRK_1ADF63AC033E,LOC_36B5B5F31C8D,09:15,3220.0,170.0,21:00,True,v0.1
AVL_ECC9E2D27A93,TRK_1ADF63AC033E,LOC_36B5B5F31C8D,14:30,5720.0,180.0,21:00,True,v0.1
AVL_66809143202C,TRK_38D254CD73D8,LOC_5D316714188F,06:00,2440.0,80.0,18:00,True,v0.1
AVL_D4964F18F5A2,TRK_16D9D4191F37,LOC_EC1D3E4138DF,07:00,12260.0,150.0,16:00,True,v0.1
AVL_9C054E1343F6,TRK_16D9D4191F37,LOC_EC1D3E4138DF,05:00,10340.0,220.0,16:00,True,v0.1
AVL_790435E83D87,TRK_289DEA3F9F20,LOC_6B9FA168B682,09:45,16220.0,250.0,23:00,True,v0.1
AVL_45CC28C1F0BF,TRK_289DEA3F9F20,LOC_6B9FA168B682,14:00,11490.0,160.0,23:00,True,v0.1
