truck_id,home_location_id,district,state_code,driver_name_en,driver_name_hi,vehicle_class,capacity_kg,capacity_bori,body_type,fuel_type,avg_kmpl,max_route_km,available_from,available_to,is_synthetic,generation_method,seed,dataset_version
TRK_8568643F956E,LOC_BD15AF538A86,South East Delhi,DL,Kuldeep,कुलदीप,pickup,860.0,17,closed,diesel,13.88,70.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_A3A61C64DE5D,LOC_487C12AA952A,Jind,HR,Rakesh,राकेश,3axle,13070.0,261,tipper,diesel,4.4,620.0,08:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_532DA903AB51,LOC_2ADFB4EFDB06,Kaithal,HR,Ramesh,रमेश,2axle,8680.0,173,tipper,diesel,4.94,330.0,05:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_FD2ED987D86D,LOC_60C46A471111,Pilibhit,UP,Kuldeep,कुलदीप,pickup,1150.0,23,open,diesel,11.21,110.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_7A6A0CC55602,LOC_AB3DB4CE53FF,Gurdaspur,PB,Ramesh,रमेश,LCV,3340.0,66,closed,diesel,9.32,300.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_D48AA1E92128,LOC_6B9FA168B682,Firozabad,UP,Vijay,विजय,pickup,1240.0,24,open,ev,13.31,150.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_DAF51A958D58,LOC_3B372919B752,Karnal,HR,Jaspal,जसपाल,3axle,12470.0,249,open,diesel,4.77,310.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_9C8AB9F98395,LOC_2E423964E639,Agra,UP,Vijay,विजय,LCV,2560.0,51,closed,diesel,9.03,160.0,08:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_F7D1E6EBB6CA,LOC_0F3D188854D6,Amroha,UP,Naresh,नरेश,2axle,9950.0,199,open,diesel,5.59,330.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_99200FA0CAF5,LOC_4E618897659A,Hathras,UP,Mohan,मोहन,LCV,2220.0,44,open,diesel,8.32,120.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_8C037A0ADC54,LOC_2B9C182E1BB7,Panchkula,HR,Satpal,सतपाल,multi_axle,31430.0,628,tipper,diesel,3.42,740.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_4E30CB2EBC14,LOC_41413C4D1A63,East Delhi,DL,Harpreet,हरप्रीत,LCV,2310.0,46,refrigerated,cng,11.13,180.0,04:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_626EAB067544,LOC_5D316714188F,Faridabad,HR,Naresh,नरेश,LCV,3870.0,77,open,diesel,10.81,160.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_27E86454C41E,LOC_B01B9CC74597,Saharanpur,UP,Rakesh,राकेश,LCV,2440.0,48,open,diesel,8.62,140.0,06:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_9842EE7E4A7D,LOC_0B27B307A77E,Panipat,HR,Kuldeep,कुलदीप,3axle,12250.0,245,tipper,diesel,4.4,580.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_C7CC5AE3F376,LOC_9F3A877025DA,Shahjahanpur,UP,Harpreet,हरप्रीत,2axle,10490.0,209,open,diesel,5.89,160.0,09:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_85ECCC09B9D9,LOC_B26DA7992E56,Prayagraj,UP,Harpreet,हरप्रीत,LCV,2290.0,45,closed,diesel,11.9,290.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_9F4AFED0031B,LOC_2275B2D35F85,Palwal,HR,Ramesh,रमेश,LCV,2740.0,54,open,diesel,10.11,220.0,08:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_33F5C27E0A8E,LOC_C58F1767A842,Barnala,PB,Harpreet,हरप्रीत,LCV,2490.0,49,open,diesel,11.21,110.0,04:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_EEA651643038,LOC_B56ABDBA32E2,Aligarh,UP,Dinesh,दिनेश,LCV,2940.0,58,closed,diesel,9.01,240.0,06:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_EE305F995190,LOC_36B5B5F31C8D,Varanasi,UP,Dinesh,दिनेश,pickup,830.0,16,closed,ev,15.06,160.0,06:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_BACD7124FE62,LOC_5775AEDC7A87,Kanpur Nagar,UP,Naresh,नरेश,LCV,3320.0,66,closed,diesel,10.53,290.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_5E33C6EEB554,LOC_11A4C40B0A4F,Yamunanagar,HR,Dinesh,दिनेश,pickup,870.0,17,open,diesel,14.2,70.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_82D080DA4394,LOC_03F06DD41C28,Malerkotla,PB,Harpreet,हरप्रीत,pickup,1380.0,27,closed,cng,11.54,120.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_8F17F47DF021,LOC_5775AEDC7A87,Kanpur Nagar,UP,Naresh,नरेश,2axle,7790.0,155,open,cng,4.81,390.0,05:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_3BD6603D79C0,LOC_B01B9CC74597,Saharanpur,UP,Dinesh,दिनेश,pickup,1440.0,28,open,cng,12.83,170.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_E247C3B236BF,LOC_F20DB0F2A327,Gurugram,HR,Jaspal,जसपाल,2axle,7400.0,148,closed,diesel,5.11,360.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_C782EFA75804,LOC_ED9C60D04FC0,SAS Nagar,PB,Harpreet,हरप्रीत,LCV,2350.0,47,closed,diesel,11.4,110.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_A0E9F09D08D4,LOC_165F0D721F3E,Jalandhar,PB,Sukhbir,सुखबीर,3axle,13770.0,275,open,diesel,3.78,550.0,08:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_3119DA4FF7CB,LOC_DA9770705B86,South West Delhi,DL,Dinesh,दिनेश,LCV,3740.0,74,closed,diesel,11.95,180.0,09:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_80DF5974F975,LOC_41413C4D1A63,East Delhi,DL,Naresh,नरेश,pickup,1050.0,21,closed,cng,11.57,160.0,08:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_302D768C55BE,LOC_8DBB3FA667B3,New Delhi,DL,Jaspal,जसपाल,2axle,8700.0,174,tipper,diesel,5.54,180.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_D775FBEE377E,LOC_B9CDAEAD5C72,Mainpuri,UP,Satpal,सतपाल,2axle,10800.0,216,tipper,diesel,4.98,430.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_333266140832,LOC_E7B504BE8FE9,Patiala,PB,Dinesh,दिनेश,LCV,1680.0,33,open,cng,11.49,270.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_BFCCB9F57E47,LOC_ED9C60D04FC0,SAS Nagar,PB,Ramesh,रमेश,pickup,720.0,14,closed,cng,14.06,160.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_7D5CC8280BAC,LOC_F20DB0F2A327,Gurugram,HR,Rakesh,राकेश,2axle,8150.0,163,open,diesel,4.89,230.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_A210D20B3223,LOC_AD745A3946E4,Unnao,UP,Balwant,बलवंत,3axle,16340.0,326,open,diesel,3.68,410.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_D9C6545EAB2E,LOC_45C74FBD7B6F,Mansa,PB,Sukhbir,सुखबीर,2axle,8470.0,169,closed,diesel,4.88,230.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_8406DD0477EF,LOC_BF1D141289ED,Hoshiarpur,PB,Kuldeep,कुलदीप,3axle,13280.0,265,open,diesel,3.58,460.0,06:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_2AEAA46637B4,LOC_E96863625035,Shahdara,DL,Jaspal,जसपाल,2axle,6760.0,135,closed,diesel,5.68,150.0,06:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_A9EA5FA4BDE5,LOC_9F3A877025DA,Shahjahanpur,UP,Balwant,बलवंत,2axle,9210.0,184,closed,diesel,4.65,230.0,08:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_DCD529FCAD92,LOC_AD745A3946E4,Unnao,UP,Sukhbir,सुखबीर,3axle,14100.0,282,closed,diesel,4.62,470.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_5BA38CDD6398,LOC_B39E76DCD93F,Nuh,HR,Vijay,विजय,3axle,14550.0,291,open,diesel,4.58,440.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_3673D58D3F9F,LOC_F20DB0F2A327,Gurugram,HR,Naresh,नरेश,pickup,1240.0,24,open,cng,11.96,120.0,09:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_CC15EA18475A,LOC_E96863625035,Shahdara,DL,Jaspal,जसपाल,3axle,12860.0,257,open,diesel,4.5,330.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_73D3FAB3FB7E,LOC_BC48412E6B15,Sambhal,UP,Dinesh,दिनेश,LCV,3100.0,62,refrigerated,diesel,11.19,280.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_3636FA13AE0D,LOC_BACB2642B5AD,Kurukshetra,HR,Naresh,नरेश,2axle,7970.0,159,open,diesel,5.01,380.0,04:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_0DBC0A97FD43,LOC_AC684A297AD1,Bareilly,UP,Satpal,सतपाल,pickup,1250.0,25,closed,ev,13.8,100.0,09:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_AED6D8426AC1,LOC_AD745A3946E4,Unnao,UP,Vijay,विजय,pickup,1310.0,26,open,diesel,11.48,140.0,05:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_72FD468D3BB7,LOC_B26DA7992E56,Prayagraj,UP,Jaspal,जसपाल,2axle,9900.0,198,tipper,diesel,4.86,370.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_14DED19CFB57,LOC_5B344A07BA57,Sangrur,PB,Naresh,नरेश,2axle,10750.0,215,tipper,diesel,4.99,450.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_1C5377557122,LOC_BF1D141289ED,Hoshiarpur,PB,Kuldeep,कुलदीप,2axle,7740.0,154,open,diesel,5.54,160.0,06:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_85173B163B02,LOC_C6AB43142BDB,Faridkot,PB,Harpreet,हरप्रीत,3axle,12150.0,243,open,diesel,4.77,290.0,08:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_93E61376630A,LOC_5775AEDC7A87,Kanpur Nagar,UP,Balwant,बलवंत,pickup,1450.0,29,closed,diesel,12.28,60.0,05:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_32CB60E4DEF3,LOC_27273A6A3299,Shamli,UP,Rakesh,राकेश,LCV,2930.0,58,refrigerated,diesel,8.43,120.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_7F0EDB730CEF,LOC_CF065FE8EBAB,Gautam Buddha Nagar,UP,Mohan,मोहन,3axle,17970.0,359,open,diesel,3.46,700.0,06:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_4F819BA45DBB,LOC_F1EE6A62E5AA,Mahendragarh,HR,Dinesh,दिनेश,2axle,6040.0,120,tipper,diesel,6.01,400.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_1E04417AF8BD,LOC_B9CDAEAD5C72,Mainpuri,UP,Balwant,बलवंत,pickup,1450.0,29,open,ev,11.82,130.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_8655D90B9573,LOC_0D7AAF851D69,Tarn Taran,PB,Harpreet,हरप्रीत,2axle,8560.0,171,open,diesel,6.43,310.0,06:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_14D982C0383D,LOC_11A4C40B0A4F,Yamunanagar,HR,Satpal,सतपाल,2axle,6630.0,132,open,diesel,5.38,350.0,08:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_A2930A44E92E,LOC_5775AEDC7A87,Kanpur Nagar,UP,Balwant,बलवंत,2axle,8640.0,172,tipper,diesel,5.17,260.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_53479DAD233A,LOC_2B9C182E1BB7,Panchkula,HR,Satpal,सतपाल,3axle,17000.0,340,open,diesel,3.43,330.0,06:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_8B6AC1173403,LOC_2B9C182E1BB7,Panchkula,HR,Harpreet,हरप्रीत,LCV,2830.0,56,closed,diesel,11.07,170.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_6EE4DF0A18BF,LOC_B26FC239E19A,North Delhi,DL,Ramesh,रमेश,3axle,13930.0,278,closed,diesel,4.49,270.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_531D5E4723D5,LOC_FEFD9351973D,Bathinda,PB,Rakesh,राकेश,2axle,9440.0,188,tipper,diesel,5.89,340.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_6AF7FF60CE3E,LOC_41413C4D1A63,East Delhi,DL,Sukhbir,सुखबीर,LCV,3320.0,66,refrigerated,cng,8.13,200.0,09:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_15E4BA3F26DB,LOC_5D316714188F,Faridabad,HR,Jaspal,जसपाल,pickup,840.0,16,closed,diesel,12.62,120.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_CBC644EAB81E,LOC_5775AEDC7A87,Kanpur Nagar,UP,Jaspal,जसपाल,2axle,10540.0,210,tipper,diesel,5.33,250.0,09:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_E9C76BCDE1E1,LOC_5D316714188F,Faridabad,HR,Harpreet,हरप्रीत,multi_axle,28950.0,579,open,diesel,3.12,880.0,09:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_DE5A14580F03,LOC_5775AEDC7A87,Kanpur Nagar,UP,Harpreet,हरप्रीत,pickup,1360.0,27,open,diesel,13.31,110.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_6A55958D091D,LOC_8DBB3FA667B3,New Delhi,DL,Jaspal,जसपाल,2axle,8250.0,165,open,diesel,5.75,160.0,06:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_3A519CFB8F0F,LOC_8DBB3FA667B3,New Delhi,DL,Harpreet,हरप्रीत,multi_axle,26230.0,524,tipper,diesel,3.62,940.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_07C89818BEEF,LOC_03F06DD41C28,Malerkotla,PB,Satpal,सतपाल,2axle,8170.0,163,tipper,diesel,4.78,350.0,08:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_0331FB7CD37E,LOC_61BECDCA1350,Central Delhi,DL,Sukhbir,सुखबीर,multi_axle,26610.0,532,tipper,diesel,2.79,450.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_C7B2D2B5DA6C,LOC_EBC017604691,Mathura,UP,Kuldeep,कुलदीप,2axle,8620.0,172,open,diesel,6.01,200.0,08:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_8B0A48041C1C,LOC_5775AEDC7A87,Kanpur Nagar,UP,Balwant,बलवंत,3axle,17490.0,349,closed,diesel,4.69,460.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_DF02CF5283B1,LOC_8EAD4661AFB9,Jhajjar,HR,Mohan,मोहन,3axle,13060.0,261,closed,diesel,3.44,360.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_1785FA65C441,LOC_5AA457C919DB,Ludhiana,PB,Balwant,बलवंत,2axle,8350.0,167,open,diesel,4.82,350.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_5136065E98CA,LOC_8F3BDE96C1C3,Rampur,UP,Satpal,सतपाल,multi_axle,29770.0,595,tipper,diesel,3.6,720.0,06:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_19722D76C688,LOC_21F591BF08EC,West Delhi,DL,Sukhbir,सुखबीर,LCV,3170.0,63,closed,diesel,10.8,100.0,06:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_1ADF63AC033E,LOC_36B5B5F31C8D,Varanasi,UP,Kuldeep,कुलदीप,2axle,7140.0,142,closed,diesel,5.04,290.0,09:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_38D254CD73D8,LOC_5D316714188F,Faridabad,HR,Jaspal,जसपाल,LCV,3900.0,78,open,cng,10.09,180.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_16D9D4191F37,LOC_EC1D3E4138DF,Amritsar,PB,Dinesh,दिनेश,3axle,15010.0,300,tipper,diesel,3.79,340.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_289DEA3F9F20,LOC_6B9FA168B682,Firozabad,UP,Naresh,नरेश,3axle,17070.0,341,open,diesel,4.49,410.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_8CABBE59C7B3,LOC_ED9C60D04FC0,SAS Nagar,PB,Rakesh,राकेश,2axle,10360.0,207,tipper,diesel,5.97,300.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_106A24329287,LOC_DD4D9C55D7BB,Fatehgarh Sahib,PB,Harpreet,हरप्रीत,multi_axle,24220.0,484,tipper,diesel,3.24,390.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_D15A035D0AFA,LOC_63A998834201,North East Delhi,DL,Jaspal,जसपाल,2axle,10470.0,209,open,diesel,5.08,350.0,06:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_D260776856E5,LOC_4E618897659A,Hathras,UP,Jaspal,जसपाल,pickup,770.0,15,open,cng,13.81,140.0,05:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_27106B12CB8F,LOC_B26FC239E19A,North Delhi,DL,Jaspal,जसपाल,3axle,15630.0,312,open,diesel,3.8,320.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_67C732019FDB,LOC_165F0D721F3E,Jalandhar,PB,Vijay,विजय,LCV,3870.0,77,closed,diesel,9.72,190.0,07:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_9CCF8291D5EB,LOC_4A5F46E3AFB5,Sitapur,UP,Sukhbir,सुखबीर,2axle,10970.0,219,tipper,diesel,5.33,220.0,09:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_6BAC671573ED,LOC_DA9770705B86,South West Delhi,DL,Mohan,मोहन,LCV,3860.0,77,closed,cng,9.38,230.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_B7FB75BB3E0A,LOC_B01B9CC74597,Saharanpur,UP,Sukhbir,सुखबीर,multi_axle,28840.0,576,tipper,diesel,2.83,750.0,05:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_3A3637714E72,LOC_5D316714188F,Faridabad,HR,Dinesh,दिनेश,2axle,7350.0,147,open,diesel,6.5,270.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_23A096137946,LOC_7CE3D43FF63F,Ambala,HR,Mohan,मोहन,LCV,1900.0,38,open,diesel,11.08,220.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_C8E078B21004,LOC_B01B9CC74597,Saharanpur,UP,Rakesh,राकेश,LCV,3130.0,62,closed,cng,10.12,190.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_6DD0EEDFBA08,LOC_5D316714188F,Faridabad,HR,Balwant,बलवंत,pickup,1220.0,24,closed,diesel,11.05,70.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_DFE2E7A3874A,LOC_B890897F9CCC,Kapurthala,PB,Vijay,विजय,2axle,9740.0,194,tipper,diesel,4.55,230.0,09:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_8305179CCBA4,LOC_63A998834201,North East Delhi,DL,Dinesh,दिनेश,multi_axle,20640.0,412,open,diesel,3.01,840.0,04:00,12:00,True,class_constrained_v1,20260903,v0.1
TRK_579E0CDDD559,LOC_6042150B38E7,Rohtak,HR,Naresh,नरेश,3axle,15970.0,319,tipper,diesel,4.22,350.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_29479EF7C99F,LOC_08E25919DCC7,Kanpur Dehat,UP,Ramesh,रमेश,2axle,7430.0,148,tipper,diesel,4.63,250.0,07:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_CB44CB24B4E0,LOC_8DBB3FA667B3,New Delhi,DL,Dinesh,दिनेश,LCV,3170.0,63,refrigerated,diesel,10.99,130.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_6365D3F80895,LOC_41413C4D1A63,East Delhi,DL,Sukhbir,सुखबीर,2axle,9120.0,182,closed,diesel,6.42,300.0,04:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_452D76B93741,LOC_BC48412E6B15,Sambhal,UP,Vijay,विजय,3axle,15530.0,310,closed,diesel,3.84,240.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_090667708D1F,LOC_DA9770705B86,South West Delhi,DL,Mohan,मोहन,LCV,2390.0,47,refrigerated,diesel,8.82,270.0,05:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_EE0374A9BEE9,LOC_E71843C35AC6,Bijnor,UP,Satpal,सतपाल,3axle,12200.0,244,open,diesel,4.78,540.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_48EB6FE8DF61,LOC_45C74FBD7B6F,Mansa,PB,Harpreet,हरप्रीत,pickup,1040.0,20,closed,diesel,13.38,170.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_4927520C533F,LOC_1FB47BF8FFEB,Bulandshahr,UP,Dinesh,दिनेश,3axle,14200.0,284,tipper,diesel,4.41,510.0,08:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_4B6D47D5F42F,LOC_841795218E67,Ghaziabad,UP,Satpal,सतपाल,LCV,2720.0,54,refrigerated,cng,10.52,160.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_C15D2A86FFB1,LOC_BF1D141289ED,Hoshiarpur,PB,Mohan,मोहन,LCV,3310.0,66,open,cng,10.6,210.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_0E563C6D9D5F,LOC_B26DA7992E56,Prayagraj,UP,Rakesh,राकेश,2axle,9780.0,195,closed,cng,6.49,350.0,08:00,22:00,True,class_constrained_v1,20260903,v0.1
